"","Trajectory","trends","ci"
"Run4_120703408880541",1.18317615237852,-0.170964159993962,0.0125049684837514
"Run4_120703409056541",0.123554742930016,-0.16548306863366,0.0110377680259672
"Run4_120703436053366",1.06992790931589,-0.172472599349512,0.0131874849462287
"Run4_120703436057910",0.822800144674008,-0.172821748777718,0.0169871847069629
"Run4_120703436876077",0.300987431595469,-0.16569494540112,0.0173576775190244
"Run4_120772961168292",1.06440202656379,-0.172521078903222,0.0132139146154722
"Run4_120797898946870",1.55379904303796,-0.167337395249976,0.0136315994872296
"Run4_120797944278244",1.21514464946404,-0.170349564296776,0.0122794280820123
"Run4_120797944309486",1.18412705578413,-0.170945436328475,0.0124977029732038
"Run4_120797944538971",1.11532623110483,-0.171993220220992,0.0129686403377229
"Run4_120797945018284",1.75614981215463,-0.168806977406181,0.0224713970178587
"Run4_120797945084765",0.298501816200769,-0.165648347044801,0.0172362065054817
"Run4_121202296155437",1.22236903011098,-0.170234715861096,0.0122321787804455
"Run4_121202296875939",0.127499605398734,-0.165437758323157,0.0109498223847987
"Run4_121338017995180",0.291702245145773,-0.165526574372803,0.0169002459545828
"Run4_121339869579045",0.0624292837625554,-0.166458625642372,0.0148221353786744
"Run4_121339884197670",0.2906711402597,-0.165508891188859,0.0168488376787542
"Run4_121742671661982",1.8335533639602,-0.170120758670376,0.0279115222455757
"Run4_121812465170790",1.79371709297384,-0.1693896178619,0.0249754255565233
"Run4_121812478016931",1.2495732241518,-0.169852960205544,0.0120620285807416
"Run4_121826154859894",0.110571934208169,-0.165645274744725,0.011467914335843
"Run4_121879156964651",0.104828226138378,-0.165723681813722,0.0117266569343393
"Run4_121955407021878",1.1435739543717,-0.171619374756053,0.0128022912074958
"Run4_121955407285596",0.10902037833502,-0.165666043747074,0.0115337141093029
"Run4_121965741528803",1.7220867203307,-0.168366038103029,0.0204282491167956
"Run4_121965773241694",1.42779489073987,-0.167741315853682,0.0118762429089194
"Run4_122282776423132",0.331032049246183,-0.166321640565599,0.0187670311604206
"Run4_122282795515302",0.31812600266903,-0.16604087831447,0.0181751469332524
"Run4_122282795812787",0.404086238833325,-0.167821863285352,0.0217073746704905
"Run4_122293367564598",1.23954296771513,-0.169993636720329,0.0121223440564496
"Run4_122310444373789",0.0254420074091336,-0.167405797347211,0.0189357853569813
"Run4_122428793175326",1.23671121222316,-0.170033324588673,0.0121399228095564
"Run4_122428824140061",0.179777082150612,-0.165036411644263,0.011435798770996
"Run4_122436428412653",0.171856761930048,-0.165068981126584,0.0111991518374981
"Run4_122436428609325",1.17818114992813,-0.171060952464265,0.0125435730483881
"Run4_122436443094253",0.141258793613976,-0.165293489329375,0.0107956561671416
"Run4_122514692500702",0.169540343434281,-0.165080294985186,0.0111386743981659
"Run4_125042414733164",1.30956546212956,-0.1690280698671,0.0117830091577245
"Run4_125042426763101",0.0706135770336904,-0.166287231091435,0.0140744630652549
"Run4_125197046434094",0.163818648184413,-0.165111980360884,0.0110078970769148
"Run4_125239714305827",1.81663043217697,-0.169795712839382,0.0266293183042857
"Run4_125239746509676",0.18235240090592,-0.165027732415018,0.0115219358178061
"Run4_125247350487987",1.28064646691517,-0.169419787782493,0.0118978403695937
"Run4_125247350523828",1.15228209886946,-0.171492018987593,0.0127426243872354
"Run4_125247364970933",1.20888933247777,-0.17046012957848,0.0123208334196535
"Run4_125677920545627",0.0634098538596525,-0.166437207021498,0.0147290976065658
"Run4_125677921266413",0.0757064830009828,-0.166189512125274,0.0136433829029349
"Run4_125677966585070",0.454528236617388,-0.168616544068229,0.0230637192530182
"Run4_125719945333155",1.24232575104733,-0.169954615840819,0.0121052985917803
"Run4_125728252905323",0.259682902935738,-0.165098491275021,0.0152523230163915
"Run4_125728266829044",0.246001764721317,-0.16500987238924,0.0145227687803073
"Run4_125745298098036",1.18110796788989,-0.171004588567913,0.0125208688819861
"Run4_126132128500452",0.260371209644702,-0.165104641275171,0.0152887299173924
"Run4_126132159462771",1.39666458076225,-0.168010768933372,0.0117447686935389
"Run4_126149052745526",1.17480248747826,-0.171124454401675,0.0125700130615063
"Run4_126218818710238",1.84565622404315,-0.170366467825937,0.0288598762764954
"Run4_126218832627933",0.162672268338258,-0.165118995578301,0.0109850470309696
"Run4_126218845501230",0.315446925838085,-0.165984388957745,0.0180497063280859
"Run4_126218845961141",0.257644721632692,-0.165081188834475,0.0151443197083802
"Run4_126218845964661",0.208448294175432,-0.164982579956623,0.0125941582513343
"Run4_126218864650676",1.19094699662539,-0.170809599989923,0.0124465535429109
"Run4_126227542817590",0.145354401447449,-0.165254521414889,0.0107938694806153
"Run4_126227557046070",0.533198204053334,-0.169797134720883,0.0236940889110006
"Run4_126293980141348",1.19135937678339,-0.170801343838312,0.0124435190982593
"Run4_126293994757531",0.822800144674008,-0.172821748777718,0.0169871847069629
"Run4_126681615616421",0.173311494502619,-0.165062302759862,0.0112392323617211
"Run4_126706324223852",0.219411234359238,-0.164980909218254,0.013125174077286
"Run4_126707773105894",1.23578772844666,-0.170046261716618,0.0121457050639527
"Run4_126707788531571",1.16709162482968,-0.171260913815597,0.0126307678468282
"Run4_126707800401843",1.54747851985828,-0.167334070470901,0.0134828355088107
"Run4_126707819506413",1.58774128535853,-0.167397414459077,0.0145582695499422
"Run4_126776224102750",1.18868365501697,-0.17085487776141,0.0124633306803985
"Run4_126776224631582",1.57970713675084,-0.16737672880465,0.0143191480615886
"Run4_126776238855982",1.08075062674438,-0.172371539920655,0.0131367601566326
"Run4_126776251899293",0.18247810261019,-0.165027331452707,0.0115262478598569
"Run4_126776270318502",1.11895248846318,-0.17194854055341,0.0129492626618551
"Run4_126834220845997",0.170455837180445,-0.165075722388102,0.0111620769600787
"Run4_126834220883372",0.0396682473791041,-0.16701379483146,0.0172242043405488
"Run4_126834234285342",0.108070224233531,-0.165678911948643,0.0115755108314039
"Run4_126834252307822",0.151685738255172,-0.165198394792112,0.0108283138288561
"Run4_126834252630899",0.822800144674008,-0.172821748777718,0.0169871847069629
"Run4_126835160693155",1.1413645180608,-0.171650770130325,0.0128167359223903
"Run4_126836622191451",0.0887355300007114,-0.165966282064866,0.0126663281499665
"Run4_126836636804846",0.138381473020327,-0.165321935020549,0.0108087238355936
"Run4_126836650134317",1.19742110557324,-0.170680377238942,0.012399730885151
"Run4_126836669073710",0.916840578429935,-0.173093980767534,0.0147265121017158
"Run4_126885773306787",1.29704538077727,-0.169195677666411,0.0118276601715233
"Run4_126885792795486",0.106819042207297,-0.165696031320483,0.0116322828058143
"Run4_129457506867427",1.16269355184025,-0.17133211463849,0.0126652503971
