"","curve1","curve2","curve3","curve4"
"1021",0,0,1,0
"1022",1,0,0,0
"1023",1,0.967413575654024,0,0.69131927739063
"1024",1,1,0,1
"1025",1,1,1,1
"1026",0.999846809256843,1,0.999540471951884,0.999693633241771
"1027",0.980632060491621,1,0,0
"1028",1,1,0.757559611807158,1
"1029",1,1,0,1
"1030",0,0,1,0
"1031",0,1,0,0
"1032",1,1,1,1
"1033",0,0,1,0
"1034",1,0,0,0
"1035",1,0,0,0
"1036",1,0,0,0
"1037",1,0,0,0
"1038",1,1,0,1
"1039",1,0,0,0
"1040",1,0,0,0
"1041",1,1,0.701789768008327,1
"1042",1,0.981940167976626,0,0
"1043",1,0.812766914133341,0,0
"1044",1,1,0,1
"1045",1,0.96453287196252,0,0
"1046",1,1,0,1
"1047",0,0,0,1
"1048",1,1,1,1
"1049",1,1,1,1
"1050",1,1,0,0.845075275466512
"1051",1,0,0,0
"1052",1,1,1,1
"1053",0,0,0,1
"1054",1,1,0,1
"1055",0,0,1,0
"1056",1,0,0,0
"1057",0,0,0,1
"1058",1,1,1,1
"1059",1,1,1,1
"1060",0,0,0,1
"1061",1,0.833827019511924,0,0
"1062",1,0.972363298301906,0,0.745665401810796
"1063",1,1,0.283576916603941,1
"1064",0.899428040361323,1,0,0
"1065",1,0,0,0
"1066",1,0.96339776622487,0,0.679162218510546
"1067",0,1,0,0
"1068",0.204508472127563,0.204620663747813,0,1
"1069",0,0,0,1
"1070",1,0,0,0
"1071",1,0,0,0
"1072",0,0,1,0
"1073",1,0.969127644709977,0,0.687833533678484
"1074",0.719065382734918,1,0,0.437134448880931
"1075",1,1,0,1
"1076",0,0,1,0
"1077",1,0.213409474599059,0,0
"1078",1,1,1,1
"1079",1,0.97830429638309,0,0
"1080",1,1,0.205027150704112,1
"1081",1,0.978993426838016,0,0.855161010252171
"1082",1,1,1,1
"1083",1,1,1,1
"1084",0,0,1,0
"1085",1,1,1,1
"1086",0,0,1,0
"1087",0,0,1,0
"1088",1,0,0,0
"1089",1,0.989907678439022,0,0
"1090",1,0.668648220920262,0,0
"1091",1,1,0,1
"1092",1,1,1,1
"1093",1,1,0,1
"1094",1,0,0,0
"1095",0.728455743779769,1,0,0
"1096",1,1,0,1
"1097",0,1,0,0
"1098",0,0,1,0
"1099",0,0,1,0
"1100",1,0.9910075048297,0,0.831160072176674
"1101",1,0,0,0
"1102",1,0,0,0
"1103",1,0.98175745969169,0,0.847940543702515
"1104",0.504877041431657,1,0,0
"1105",1,1,1,1
"1106",1,0.885702152255833,0,0
"1107",1,1,0,0.580087696499761
"1108",1,1,1,1
"1109",1,1,0,1
"1110",1,0,0,0
"1111",0,0,1,0
"1112",1,1,0,0.490422673907041
"1113",1,0,0,0
"1114",0,0,1,0
"1115",0,0,1,0
"1116",1,0,0,0
"1117",0,1,0,0
"1118",1,1,0,1
"1119",0.858417032850123,0.873451177501055,0,1
"1120",0.948217025590023,1,0,0
"1121",1,0.112903905338187,0,0
"1122",1,0.683497703061453,0,0
"1123",1,0.260878175409694,0,0
"1124",1,0,0,0
"1125",0,0,0,1
"1126",0,1,0,0
"1127",1,0.941529504551047,0,0
"1128",0,0,1,0
"1129",0,0,1,0
"1130",0.501926579874707,1,0,0
"1131",1,1,0,0.804256454560993
"1132",1,1,0.405585113562408,1
"1133",0.953464101143668,1,0,0.817896042841164
"1134",0,0,1,0
"1135",0,0,1,0
"1136",1,0,0,0
"1137",1,1,1,1
"1138",1,1,1,1
"1139",0,0,1,0
"1140",1,1,1,1
"1141",1,1,0,0.796397340626855
"1142",1,1,0,1
"1143",1,0,0,0
"1144",1,0.737956874050151,0,0
"1145",1,0.850316569788717,0,0
"1146",0.329959811253165,1,0,0
"1147",1,1,1,1
"1148",1,1,1,1
"1149",1,1,0,1
"1150",1,0,0,0
"1151",0,1,0,0
"1152",1,0.891376709963659,0,0
"1153",1,0,0,0
"1154",1,0.849018143367661,0,0.450206903045259
"1155",0,0,1,0
"1156",1,1,1,1
"1157",0.563264033798354,0.562212333583302,1,0.578248674226415
"1158",0.963685064203537,1,0,0.534910492706214
"1159",0,0,1,0
"1160",0,1,0,0
"1161",1,0,0,0
"1162",0,0,1,0
"1163",0,0,1,0
"1164",1,0,0,0
"1165",0.986142580967526,1,0,0
"1166",1,1,1,1
"1167",1,0.967023567676693,0,0
"1168",1,1,1,1
"1169",0,0,0,1
"1170",0,0,0,1
"1171",1,1,1,1
"1172",0,0,1,0
"1173",0,0,1,0
"1174",1,1,0,1
"1175",0,0,1,0
"1176",0,0,0,1
"1177",1,0,0,0
"1178",1,1,0.544250916770877,1
"1179",1,1,0,1
"1180",0,0,1,0
"1181",1,1,0,0.859942966621354
"1182",0,0,1,0
"1183",0,0,1,0
"1184",1,1,1,1
"1185",0,0,0,1
"1186",0,0,0,1
"1187",0.920902425083442,1,0,0
"1188",1,1,1,1
"1189",1,1,1,1
"1190",1,1,0,0
"1191",1,1,0.387759838560888,1
"1192",1,0.318094468353146,0,0
"1193",0,1,0,0
"1194",0,0,0,1
"1195",1,1,0.58122255342527,1
"1196",1,0,0,0
"1197",0,0,1,0
"1198",1,1,0.72042837635914,1
"1199",0.990367373896366,1,0,0
"1200",1,1,0.816952927899352,1
"1201",1,1,0,1
"1202",0,0,1,0
"1203",1,0,0,0
"1204",1,0.994975839511553,0,0
"1205",0.360144412775322,1,0,0
"1206",1,1,0,0.369152705383208
"1207",0.737145603401421,1,0,0
"1208",0.846023171427851,1,0,0
"1209",1,1,0,1
"1210",1,0.944949455698003,0,0
"1211",1,1,0,0.532601192420129
"1212",0.90486082940388,0.880826487335494,0,1
"1213",0.956654510799149,1,0,0.973054162839811
"1214",1,0,0,0
"1215",0.98756969343738,0.984910325887323,1,0.986828428768888
"1216",1,0,0,0
"1217",1,1,0,1
"1218",0,1,0,0
"1219",0,0,0,1
"1220",1,0.994414756263889,0,0
"1221",1,0.979655236795181,0,0.966455249759651
"1222",0,1,0,0
"1223",0.443868671088405,1,0,0
"1224",1,0.392326185668198,0,0
"1225",1,0.62361681508088,0,0
"1226",0,0,1,0
"1227",1,0,0,0
"1228",0.537991427852432,1,0,0
"1229",0,0,1,0
"1230",1,0.994046417934904,0,0
"1231",0,0,0,1
"1232",0.199810405819628,1,0,0
"1233",1,0.938535975660098,0,0.750820452835011
"1234",1,0.994543942897083,0,0
"1235",0,0,1,0
"1236",1,0,0,0
"1237",1,1,1,1
"1238",1,1,0,0.922478648203762
"1239",0,0,1,0
"1240",0.923895849098814,1,0,0
"1241",0,0,0,1
"1242",0.819920996078009,1,0,0
"1243",0,0,0,1
"1244",0,1,0,0
"1245",0,0,1,0
"1246",0.597048488436908,0.592877729702099,1,0.590158224954485
"1247",1,0.759072736465879,0,0
"1248",1,0.772033134490706,0,0
"1249",0.980633425288684,0.98513074858901,0.310568839924785,1
"1250",0,0,1,0
"1251",0,0,1,0
"1252",0,0,0,1
"1253",0.528058907778276,1,0,0
"1254",1,1,0,1
"1255",1,1,1,1
"1256",1,1,0,1
"1257",1,1,0.362076836167283,1
"1258",1,1,0.273341676554876,1
"1259",0,0,0,1
"1260",1,1,1,1
"1261",0.999822569327711,1,0.999733856611242,0.99991128379018
"1262",0.949909093682387,1,0,0
"1263",0,0,0,1
"1264",1,1,1,1
"1265",1,0,0,0
"1266",0,0,1,0
"1267",0,0,1,0
"1268",0,0,1,0
"1269",0,0,0,1
"1270",1,0.995658157648175,0,0
"1271",1,0.907874650137685,0,0
"1272",0,0,0,1
"1273",0,1,0,0
"1274",0,0,1,0
"1275",0.897499051199848,0.897340010382015,1,0.907235811857123
"1276",1,0,0,0
"1277",1,1,0,1
"1278",1,0,0,0
"1279",1,1,1,1
"1280",1,0,0,0
"1281",1,0.293250574872138,0,0
"1282",1,0,0,0
"1283",0.864320575289599,0.910824287544824,0,1
"1284",1,1,0,1
"1285",0,0,1,0
"1286",1,1,1,1
"1287",0,0,0,1
"1288",1,1,0,1
"1289",0,0,1,0
"1290",0.905909032615255,1,0,0
"1291",0,0,0,1
"1292",1,1,0,0.902825149993981
"1293",1,1,1,1
"1294",0.961953836628201,0.954474391415381,0,1
"1295",1,1,0,1
"1296",0,0,0,1
"1297",0,0,0,1
"1298",0,0,1,0
"1299",1,0.31496955551689,0,0
"1300",0,0,1,0
"1301",1,1,1,1
"1302",0,1,0,0
"1303",1,1,0,1
"1304",0.987611238737528,1,0,0
"1305",1,0.930804495703167,0,0
"1306",0.901346497488971,1,0,0
"1307",1,0.375940733227802,0,0
"1308",0,0,0,1
"1309",0,0,1,0
"1310",1,1,1,1
"1311",1,1,0,1
"1312",0,0,1,0
"1313",1,1,1,1
"1314",1,1,1,1
"1315",0,0,1,0
"1316",1,0.588796626586639,0,0.511626149701262
"1317",0.960731355590058,1,0,0.722623061783836
"1318",0.978376663469092,0.976807807888785,1,0.981979796889841
"1319",1,1,1,1
"1320",0,0,1,0
"1321",0,1,0,0
"1322",0.924357844596932,1,0,0
"1323",0.971612260899229,1,0,0
"1324",1,1,0,0.489931724268366
"1325",1,0,0,0
"1326",0,1,0,0
"1327",1,0.924892635374091,0,0
"1328",1,0.974170368471537,0,0.735662297214772
"1329",1,1,1,1
"1330",0.992506498876356,0.99230425670382,0.830552825092242,1
"1331",1,0.993892449176687,0,0
"1332",1,0,0,0
"1333",1,0,0,0
"1334",0.986731385424487,1,0,0
"1335",1,1,0,1
"1336",0,0,1,0
"1337",1,0.95053279991399,0,0.896048019521118
"1338",0,0,1,0
"1339",1,0.402124467046385,0,0
"1340",0.959668566851881,1,0,0
"1341",0,0,1,0
"1342",1,0.956950981206867,0,0.723594610450917
"1343",1,0,0,0
"1344",0,0,0,1
"1345",1,1,1,1
"1346",1,1,0,1
"1347",1,1,0,1
"1348",0.536790201811,1,0,0
"1349",0,0,1,0
"1350",1,0,0,0
"1351",1,1,0,0.896513222226731
"1352",1,0,0,0
"1353",1,1,1,1
"1354",1,0.959690499199369,0,0
"1355",0,0,1,0
"1356",1,1,1,1
"1357",1,0,0,0
"1358",1,0.983426362213833,0,0.866540376261495
"1359",1,0,0,0
"1360",1,0,0,0
"1361",0,0,0,1
"1362",0,0,1,0
"1363",1,0.981144432927821,0,0
"1364",0,0,0,1
"1365",0,0,1,0
"1366",1,1,0,1
"1367",1,1,0,0.552806314136632
"1368",1,1,1,1
"1369",1,0,0,0
"1370",1,1,0,1
"1371",1,1,1,1
"1372",1,0.891684183132438,0,0
"1373",0,0,1,0
"1374",1,0.669908836253739,0,0
"1375",0.999940650917308,1,0.997223466178526,0.999881300299108
"1376",0,0,0,1
"1377",1,0.235440555022295,0,0
"1378",1,0,0,0
"1379",1,0,0,0
"1380",1,0.940004030187629,0,0.502046857160583
"1381",1,1,0,1
"1382",1,0.959057517857195,0,0.62113154877742
"1383",0,1,0,0
"1384",1,0,0,0
"1385",0,0,1,0
"1386",1,1,1,1
"1387",0,0,0,1
"1388",1,1,1,1
"1389",0,0,1,0
"1390",1,1,1,1
"1391",1,0,0,0
"1392",0.995659266379843,0.995594209245768,1,0.995915738521868
"1393",0.848835610677613,0.894271420784509,0,1
"1394",1,1,1,1
"1395",1,1,0.49647828928534,1
"1396",0,0,0,1
"1397",0,0,0,1
"1398",1,1,0.483877316604202,1
"1399",0,0,1,0
"1400",0,0,0,1
"1401",1,1,0,1
"1402",0,0,1,0
"1403",0,0,1,0
"1404",1,1,0.273605783674007,1
"1405",0,0,1,0
"1406",0.948561819255401,0.943947369766538,1,0.959485503897425
"1407",1,0,0,0
"1408",1,1,0,1
"1409",0,1,0,0
"1410",1,1,0,0.823195439554552
"1411",0,0,0,1
"1412",0,0,1,0
"1413",0,1,0,0
"1414",0,0,1,0
"1415",1,1,1,1
"1416",1,1,0,0
"1417",0,0,1,0
"1418",1,1,1,1
"1419",1,0.741559486134267,0,0
"1420",1,1,0,1
"1421",1,1,0,0.722664557559563
"1422",1,1,0.610959271481398,1
"1423",0.909229804310776,0.908635328801706,1,0.91102632144491
"1424",0,1,0,0
"1425",0,0,1,0
"1426",1,0,0,0
"1427",0.727970324358009,1,0,0
"1428",1,0,0,0
"1429",0,1,0,0
"1430",1,1,1,1
"1431",1,1,0,1
"1432",0,0,1,0
"1433",1,1,0,1
"1434",1,1,0.329386432049315,1
"1435",1,0.887214405905011,0,0
"1436",0,0,1,0
"1437",0.283128497342022,1,0,0
"1438",1,0,0,0
"1439",1,0.967523133271775,0,0.691979705043104
"1440",0.616542630904418,1,0,0
"1441",0,0,1,0
"1442",0.998968167352661,1,0,0
"1443",0.885940156119878,0.939630221359479,0,1
"1444",0.891311960042049,1,0,0
"1445",1,0.38835088187546,0,0
"1446",1,1,0,1
"1447",0,0,0,1
"1448",0,0,1,0
"1449",0,1,0,0
"1450",1,0,0,0
"1451",1,0,0,0
"1452",1,0,0,0
"1453",1,0,0,0
"1454",0.978153334470606,1,0,0
"1455",1,1,0,1
"1456",0,0,1,0
"1457",0.890452531000873,0.913945846316961,0,1
"1458",0,0,1,0
"1459",0,0,1,0
"1460",1,0,0,0
"1461",0,0,1,0
"1462",1,0.475534885891375,0,0
"1463",1,1,0,1
"1464",1,1,1,1
"1465",1,0.894188597790042,0,0
"1466",0,0,1,0
"1467",1,1,0,1
"1468",1,1,0.245414329137261,1
"1469",0.933990563041024,0.956175294729189,0,1
"1470",0,0,1,0
"1471",0,0,1,0
"1472",1,0.21511890056784,0,0
"1473",1,1,1,1
"1474",1,0.648459622943372,0,0
"1475",0,0,0,1
"1476",0,1,0,0
"1477",1,1,0.721092021713095,1
"1478",0.800008064945067,1,0,0
"1479",0,0,0,1
"1480",1,1,0.524466674073322,1
"1481",1,1,1,1
"1482",1,0.970604708338923,0,0
"1483",1,0.751356120476107,0,0
"1484",0.920236125252273,0.930654372112248,0,1
"1485",1,1,0,1
"1486",1,1,0.504257309488782,1
"1487",0.780492453141008,1,0,0
"1488",1,0.995966334938251,0.212047635719007,0.988300300687492
"1489",1,0.725493598884685,0,0
"1490",0,0,1,0
"1491",0,0,1,0
"1492",1,0.805017402376819,0,0
"1493",1,0.954953468289976,0,0.6263564458756
"1494",1,0.20781678402485,0,0
"1495",0,0,1,0
"1496",0,1,0,0
"1497",1,1,1,1
"1498",0.951166455870252,1,0,0
"1499",1,1,0,1
"1500",0.99278026366758,1,0,0
"1501",1,1,0,0.574781435540487
"1502",1,1,1,1
"1503",0.317329434640038,1,0,0
"1504",0,0,0,1
"1505",0,0,1,0
"1506",0.997515971280965,0.997451388449038,1,0.997580560722853
"1507",1,0,0,0
"1508",1,0.990843389823125,0,0.561201449511339
"1509",1,1,0,0.510927481821874
"1510",1,1,0.270096216742136,1
"1511",0,0,1,0
"1512",0,0,0,1
"1513",1,1,0,1
"1514",1,0.920303610627894,0,0
"1515",0,1,0,0
"1516",1,1,0.689811547646709,1
"1517",1,1,0,1
"1518",1,0,0,0
"1519",0.988547029305073,1,0,0
"1520",1,0,0,0
"1521",1,1,1,1
"1522",0.996268310201522,1,0,0
"1523",1,1,1,1
"1524",0,1,0,0
"1525",0.914424506822728,1,0,0
"1526",1,0.962815077104182,0,0
"1527",0.891790078016233,1,0,0
"1528",0.98567756974831,1,0,0.987734679534274
"1529",0.917667727616466,0.931175393734673,0,1
"1530",0,0,1,0
"1531",0,0,1,0
"1532",1,1,1,1
"1533",1,1,0.189671554147466,1
"1534",1,1,1,1
"1535",0.664783698878372,1,0,0
"1536",1,1,0,1
"1537",1,1,0.303048529655203,1
"1538",0.94408457808464,1,0,0
"1539",1,0,0,0
"1540",0,0,0,1
"1541",1,1,0.706049035838832,1
"1542",1,0,0,0
"1543",0,0,1,0
"1544",0,0,0,1
"1545",1,0,0,0
"1546",1,0,0,0
"1547",0.989680296168427,0.988944629287027,0,1
"1548",0,0,1,0
"1549",1,1,1,1
"1550",0.911424013579115,1,0,0
"1551",1,0.105024635215876,0,0
"1552",0.995725474554446,1,0,0
"1553",0.960797074840417,1,0,0
"1554",1,0,0,0
"1555",0.996356809561568,0.988447896409029,0.588135847536536,1
"1556",0.950912467540847,1,0,0.916632331048051
"1557",1,1,0,1
"1558",1,1,0,1
"1559",1,0,0,0
"1560",1,1,0.25272957622158,1
"1561",0,0,1,0
"1562",1,1,1,1
"1563",1,1,1,1
"1564",1,1,0.25085171552142,1
"1565",1,1,1,1
"1566",1,0,0,0
"1567",0,0,1,0
"1568",0,1,0,0
"1569",1,0.230135139979205,0,0
"1570",1,0.127579744556128,0,0
"1571",0.617024076169074,0.614786799590374,1,0.623245343800435
"1572",1,1,1,1
"1573",1,1,0,1
"1574",0,0,1,0
"1575",0.776752302502359,1,0,0
"1576",1,0,0,0
"1577",1,1,1,1
"1578",1,0.995519902103092,0,0
"1579",0.146477747058551,1,0,0
"1580",1,1,0,1
"1581",0,0,1,0
"1582",0,0,1,0
"1583",1,0.995305244864186,0.465379778787047,0.997892585733979
"1584",1,1,0,1
"1585",0.52510872878253,1,0,0
"1586",0,0,0,1
"1587",0.86812145519799,1,0,0
"1588",1,0,0,0
"1589",1,0,0,0
"1590",0,0,1,0
"1591",0.886556340522238,1,0,0
"1592",0,0,0,1
"1593",0.827601321928384,1,0,0
"1594",1,0.921355949465421,0,0
"1595",1,1,0,1
"1596",0.961457149178591,0.969488864190986,0,1
"1597",0,0,0,1
"1598",1,1,1,1
"1599",0,0,1,0
"1600",1,1,1,1
"1601",1,1,1,1
"1602",1,1,1,1
"1603",1,1,0.40224937579746,1
"1604",0.569935080607935,1,0,0
"1605",0,0,0,1
"1606",0,0,1,0
"1607",0,0,0,1
"1608",0.997247663466397,0.999786809576434,0,1
"1609",1,1,1,1
"1610",0,0,1,0
"1611",1,0.989626967767704,0,0
"1612",1,0,0,0
"1613",0,0,1,0
"1614",0,0,1,0
"1615",1,0,0,0
"1616",1,1,1,1
"1617",1,1,0,0.459794827391009
"1618",0,1,0,0
"1619",0.380767663251748,1,0,0
"1620",0,0,1,0
"1621",1,1,0,1
"1622",1,0,0,0
"1623",0,0,1,0
"1624",0,1,0,0
"1625",0,0,0,1
"1626",0,0,0,1
"1627",1,0,0,0
"1628",0,0,1,0
"1629",0.450764719549686,1,0,0
"1630",0,0,1,0
"1631",1,1,1,1
"1632",0,0,1,0
"1633",0,0,1,0
"1634",1,0.95075740258388,0,0
"1635",1,1,1,1
"1636",1,0,0,0
"1637",0.966172610100763,1,0,0
"1638",1,1,1,1
"1639",0,0,0,1
"1640",0.987902041581933,1,0,0
"1641",0,0,1,0
"1642",1,0.544022329285514,0,0
"1643",1,0,0,0
"1644",1,1,0.557228752048728,1
"1645",1,0.109339640100372,0,0
"1646",1,0,0,0
"1647",1,0.694485315387123,0,0
"1648",1,1,1,1
"1649",0,0,1,0
"1650",0.960103539809671,0.94163313323935,0,1
"1651",1,0,0,0
"1652",0,0,0,1
"1653",0,0,0,1
"1654",1,0,0,0
"1655",0,0,1,0
"1656",0.83908582191304,0.872808672120557,0,1
"1657",0,0,1,0
"1658",0,1,0,0
"1659",0,0,0,1
"1660",1,0.97678972815416,0,1
"1661",1,1,0,0.795682981928806
"1662",0.993866978710742,1,0,0
"1663",0,0,1,0
"1664",1,0,0,0
"1665",1,1,0,0.869054587462305
"1666",1,0.94985096712326,0,0
"1667",1,0,0,0
"1668",1,0.964107250942782,0,0
"1669",0,0,0,1
"1670",1,0.987713428358547,0,0
"1671",0,0,1,0
"1672",0.822649291572174,1,0,0
"1673",0,0,1,0
"1674",1,0.958539908643189,0,0.571545191124945
"1675",1,0,0,0
"1676",1,0,0,0
"1677",1,1,1,1
"1678",0,0,1,0
"1679",0,1,0,0
"1680",0,0,1,0
"1681",0,1,0,0
"1682",0,1,0,0
"1683",0,1,0,0
"1684",0,0,0,1
"1685",1,1,0,0.662608817185741
"1686",0.124802392436357,1,0,0
"1687",1,0,0,0
"1688",1,0.149174388002554,0,0
"1689",1,0.184237879770611,0,0
"1690",1,1,0,0.705930935447156
"1691",1,0,0,0
"1692",0,0,1,0
"1693",0,0,1,0
"1694",0,1,0,0
"1695",1,0,0,0
"1696",1,1,0,1
"1697",0,0,0,1
"1698",1,1,0,1
"1699",0.979615544713979,1,0,0
"1700",1,1,0,1
"1701",0,1,0,0
"1702",1,1,0,0.739265308027518
"1703",1,1,0,1
"1704",0,0,1,0
"1705",0,0,1,0
"1706",1,1,1,1
"1707",0.983346690348164,0.980283962755012,1,0.983608157299571
"1708",0,1,0,0
"1709",0,0,1,0
"1710",1,1,1,1
"1711",1,0.965246851226112,0,0
"1712",1,0.776447361346458,0,0
"1713",1,1,0.499157808335213,1
"1714",1,0,0,0
"1715",1,0,0,0
"1716",1,0.735570018427187,0,0
"1717",1,0.999623084474551,0.891605777459809,0.999542877151323
"1718",0,0,0,1
"1719",0.827230820206892,1,0,0
"1720",1,0,0,0
"1721",1,1,0,1
"1722",1,0.967013860367204,0,0
"1723",0.999124016748946,0.998922940588177,1,0.998721894092061
"1724",0,1,0,0
"1725",1,0,0,0
"1726",1,1,1,1
"1727",1,1,0.307499455284309,1
"1728",0,0,1,0
"1729",1,1,1,1
"1730",1,1,1,1
"1731",1,1,0,0.835267319854111
"1732",1,1,1,1
"1733",0.894464118703052,1,0,0
"1734",1,1,1,1
"1735",1,1,0,0
"1736",1,0,0,0
"1737",0,0,1,0
"1738",1,1,0.21887401711842,1
"1739",1,0.445511459101185,0,0
"1740",1,1,1,1
"1741",1,1,1,1
"1742",1,0,0,0
"1743",1,0,0,0
"1744",0,0,1,0
"1745",1,1,0,0.771993708255655
"1746",0,1,0,0
"1747",1,1,0,1
"1748",1,1,1,1
"1749",0,0,1,0
"1750",0.874047618828876,0.910943392435779,0,1
"1751",1,0,0,0
"1752",0,0,1,0
"1753",1,0,0,0
"1754",1,0,0,0
"1755",1,0,0,0
"1756",0,0,0,1
"1757",1,1,1,1
"1758",0,0,1,0
"1759",1,1,1,1
"1760",1,1,1,1
"1761",0,0,1,0
"1762",1,1,1,1
"1763",0,0,1,0
"1764",0,0,1,0
"1765",1,0,0,0
"1766",0,0,1,0
"1767",1,0.374523415002686,0,0
"1768",1,0,0,0
"1769",0,0,1,0
"1770",1,0.862684548556108,0,0
"1771",1,0.999135765504481,0,0
"1772",1,0,0,0
"1773",1,1,0,1
"1774",1,0.881634708550706,0,0
"1775",1,0,0,0
"1776",0.306004715600097,1,0,0
"1777",0.558804585754777,0.557050782040489,1,0.562363228135055
"1778",1,1,0,1
"1779",1,0.965997602668862,0,0
"1780",1,0.97481918227988,0,0.772241409792161
"1781",1,1,0,0.596030007905038
"1782",1,1,0.294100225994877,1
"1783",1,0,0,0
"1784",1,1,0.63984708960637,1
"1785",0,0,0,1
"1786",1,0.486521286309071,0,0
"1787",1,1,0,1
"1788",0,0,1,0
"1789",0,0,1,0
"1790",1,0.965667178829736,0,0.675079774329611
"1791",1,0,0,0
"1792",0,0,1,0
"1793",0,0,0,1
"1794",1,0.771944634299103,0,0
"1795",0,0,1,0
"1796",1,1,0.747423961512823,1
"1797",0,0,1,0
"1798",0,0,1,0
"1799",1,1,0,0.904609550201842
"1800",0,0,1,0
"1801",1,0.512167794824587,0,0
"1802",0.975797244640653,1,0,0.938197982690972
"1803",1,0,0,0
"1804",0,1,0,0
"1805",1,1,0.767525216224102,1
"1806",1,1,1,1
"1807",1,1,1,1
"1808",1,1,0,1
"1809",1,1,1,1
"1810",1,1,0,0.754049222741613
"1811",0.993566787142012,0.978346523694402,0,1
"1812",0,0,1,0
"1813",1,1,1,1
"1814",1,0,0,0
"1815",1,1,0.585233130732445,1
"1816",1,1,1,1
"1817",0,0,0,1
"1818",0,0,0,1
"1819",1,0.933464912265481,0,0.482028859407695
"1820",1,0.960065041525261,0,0.6569662821728
"1821",0.956382504462724,0.92589367561096,0,1
"1822",0.904370752087951,1,0,0
"1823",1,1,0,1
"1824",1,0.885247237674235,0,0
"1825",0,0,0,1
"1826",1,0.879052096997562,0,0
"1827",0,0,1,0
"1828",0,0,1,0
"1829",0,0,0,1
"1830",1,0,0,0
"1831",1,0.883463008529503,0,0.520215105469167
"1832",0,0,1,0
"1833",0.979067522910367,0.979005052699876,1,0.98090793256988
"1834",1,1,1,1
"1835",0.825168058079362,1,0,0
"1836",1,0,0,0
"1837",1,0.493044380149404,0,0
"1838",0,0,1,0
"1839",0,0,0,1
"1840",1,1,0,1
"1841",0,0,0,1
"1842",1,1,0,1
"1843",1,1,1,1
"1844",1,0.719630696938012,0,0
"1845",1,0.985073721152678,0,0.971673081644518
"1846",0,1,0,0
"1847",0,1,0,0
"1848",1,0.958946065430128,0,0.767255766687917
"1849",0,0,0,1
"1850",1,1,0,1
"1851",1,0,0,0
"1852",1,0,0,0
"1853",0,0,1,0
"1854",0.412578627846141,1,0,0
"1855",1,0.360743909349547,0,0
"1856",1,1,0.20032972070319,1
"1857",0.855825008625613,0.903156000211507,0,1
"1858",0,0,1,0
"1859",1,1,1,1
"1860",0.989023848308298,0.988483380203971,1,0.989566966403939
"1861",0,0,1,0
"1862",0,0,1,0
"1863",0,0,1,0
"1864",0,0,0,1
"1865",1,1,0,1
"1866",0,1,0,0
"1867",0,0,0,1
"1868",0.965730175916874,0.942859083337704,0,1
"1869",0,0,1,0
"1870",0,0,1,0
"1871",0,0,1,0
"1872",0.864979441282826,0.916495413233736,0,1
"1873",0.443326797792874,1,0,0
"1874",1,1,1,1
"1875",1,0,0,0
"1876",1,0,0,0
"1877",1,0,0,0
"1878",1,1,0,0
"1879",1,0,0,0
"1880",1,1,1,1
"1881",0,0,1,0
"1882",0,0,1,0
"1883",1,1,0,1
"1884",1,1,1,1
"1885",0,1,0,0
"1886",1,1,0,0.36572978995227
"1887",1,0.786869775301476,0,0
"1888",1,1,0.42087672580856,1
"1889",1,0,0,0
"1890",1,1,0,1
"1891",0.901975506875994,0.850927174190638,0,1
"1892",0,0,1,0
"1893",1,0.322887322860587,0,0
"1894",1,1,0.524273410320235,1
"1895",1,0.890178196439707,0,0
"1896",1,0.963260312055702,0,0.721237783025253
"1897",0,1,0,0
"1898",1,0.351792112280074,0,0
"1899",0,0,0,1
"1900",1,1,0,1
"1901",0,0,0,1
"1902",1,1,0.845851724519858,1
"1903",1,1,0.584428173566879,1
"1904",0,0,1,0
"1905",0,0,0,1
"1906",1,1,0,1
"1907",1,1,0,1
"1908",1,0,0,0
"1909",0,1,0,0
"1910",0.345443529086101,0.338300350260483,1,0.346005416568021
"1911",1,1,0,1
"1912",1,0,0,0
"1913",1,1,1,1
"1914",0,0,1,0
"1915",1,0,0,0
"1916",0,0,1,0
"1917",0.581276666261434,1,0,0
"1918",1,1,1,1
"1919",0.899730677587388,0.854961564482975,0,1
"1920",0,0,1,0
"1921",1,0,0,0
"1922",1,0.988121544478136,0,0
"1923",0,0,1,0
"1924",0,0,0,1
"1925",0,0,1,0
"1926",1,0,0,0
"1927",0,0,0,1
"1928",1,1,0,0.619276427345872
"1929",0,0,1,0
"1930",0.987700904040978,1,0,0
"1931",1,0,0,0
"1932",1,1,0.359930866973917,1
"1933",1,0,0,0
"1934",1,0,0,0
"1935",0,0,1,0
"1936",0,1,0,0
"1937",0,0,1,0
"1938",1,0,0,0
"1939",1,0,0,0
"1940",1,1,0,1
"1941",1,1,1,1
"1942",1,1,0,0.83149378281122
"1943",1,0,0,0
"1944",0,0,1,0
"1945",1,0,0,0
"1946",1,1,0,1
"1947",1,0.960280804968538,0,0
"1948",0,0,0,1
"1949",1,1,1,1
"1950",0,0,1,0
"1951",1,1,0.171804678778612,1
"1952",0,0,1,0
"1953",0,0,1,0
"1954",1,0.968878873273875,0,0.627343065218678
"1955",1,0.848115112973652,0,0.405850626127209
"1956",1,1,0,0.697956059248547
"1957",1,1,1,1
"1958",1,1,0,0.899152016051954
"1959",0.726605610983883,1,0,0
"1960",1,1,1,1
"1961",1,1,1,1
