"","curve1","curve2","curve3","curve4"
"1962",1,0.536962483103342,0,0
"1963",0,0,1,0
"1964",0.958587462714072,0.949818011749649,0,1
"1965",1,0,0,0
"1966",0,0,0,1
"1967",1,0.973532765593653,0,0
"1968",0,0,1,0
"1969",0,0,0,1
"1970",0,1,0,0
"1971",1,0,0,0
"1972",0,0,0,1
"1973",0,0,1,0
"1974",1,0,0,0
"1975",1,1,1,1
"1976",1,1,0,1
"1977",0.169670650068908,1,0,0
"1978",0,0,0,1
"1979",0,0,1,0
"1980",1,0.777470607487928,0,0
"1981",1,0,0,0
"1982",1,0,0,0
"1983",0,0,1,0
"1984",1,0.966015393505455,0,0.690077526388256
"1985",1,1,0.244028381726751,1
"1986",1,1,0,1
"1987",0.952982210986416,1,0,0
"1988",0,1,0,0
"1989",0.971295061679415,0.970211609893312,0.637291685872256,1
"1990",0,0,1,0
"1991",0,0,0,1
"1992",1,0.961168446712519,0,0
"1993",0,1,0,0
"1994",1,1,0.543460123855478,1
"1995",0,0,1,0
"1996",0.969496882912584,0.934117060510153,0,1
"1997",1,0.985874272180119,0,0
"1998",1,0,0,0
"1999",0.920704695454038,1,0,0
"2000",1,0.992568340204339,0,0.902448542727911
"2001",1,1,0.459186913712051,1
"2002",0.572452622275474,0.571350291654039,1,0.579069379472079
"2003",1,1,1,1
"2004",1,1,0,1
"2005",1,1,1,1
"2006",1,0,0,0
"2007",1,1,0,1
"2008",0.937339587283772,0.936928201854627,1,0.940191802052257
"2009",1,0,0,0
"2010",1,1,1,1
"2011",1,1,1,1
"2012",0.987646881127172,0.983294504932545,0.864203995448308,1
"2013",1,0.415426209258831,0,0
"2014",1,0.953108119707614,0,0
"2015",1,0.965757842526255,0,0
"2016",1,0,0,0
"2017",0,1,0,0
"2018",0,0,0,1
"2019",1,1,0,1
"2020",0.747081593168992,1,0,0
"2021",0.98247268618795,1,0,0
"2022",1,1,0,1
"2023",0,1,0,0
"2024",1,0,0,0
"2025",0,0,1,0
"2026",0,0,0,1
"2027",1,0,0,0
"2028",0,0,0,1
"2029",0.92732189640305,1,0,0
"2030",0.90015665642377,0.94548182458497,0,1
"2031",1,1,1,1
"2032",0,0,1,0
"2033",0,0,0,1
"2034",1,1,1,1
"2035",1,0.953935955028164,0,0
"2036",1,0,0,0
"2037",1,0,0,0
"2038",1,0.946699773504515,0,0
"2039",0.893692906203722,1,0,0
"2040",0,0,1,0
"2041",0,0,1,0
"2042",0.917111488533238,1,0,0
"2043",1,1,0,0.849677744115873
"2044",1,1,0,0.885616931810156
"2045",0.937900506970337,1,0,0
"2046",1,1,1,1
"2047",1,0.695135857366901,0,0
"2048",1,1,0.657898976796441,1
"2049",1,0,0,0
"2050",1,1,0,1
"2051",1,0,0,0
"2052",1,0.944091490063938,0,0.777789913256446
"2053",0.542998572826085,0.535723817753109,1,0.544172803782012
"2054",1,0.366411735117896,0,0
"2055",1,1,1,1
"2056",0,0,0,1
"2057",1,0.992962319563963,0,0.914626080572002
"2058",1,1,0,0.818684839248616
"2059",0,0,1,0
"2060",1,1,1,1
"2061",0,0,1,0
"2062",0,1,0,0
"2063",0,0,1,0
"2064",0.182078359565629,1,0,0
"2065",1,1,0.487380872966251,1
"2066",1,1,1,1
"2067",1,1,0,0.720011227518936
"2068",0,0,0,1
"2069",0,0,0,1
"2070",0.75386797325819,1,0,0
"2071",1,1,0,1
"2072",1,0.875484135314887,0,0.52818617264808
"2073",0,0,1,0
"2074",1,0,0,0
"2075",1,0,0,0
"2076",1,0,0,0
"2077",0,1,0,0
"2078",1,1,0.54817857684114,1
"2079",0,0,1,0
"2080",1,0,0,0
"2081",0,0,0,1
"2082",1,0,0,0
"2083",0,0,0,1
"2084",0.929516211039101,1,0,0
"2085",0,0,0,1
"2086",0,0,0,1
"2087",0.999919484265704,1,0.99850299599787,0.999516989828416
"2088",1,1,1,1
"2089",0,0,1,0
"2090",0.969296318208291,0.969124058618963,1,0.970079909102244
"2091",0,0,0,1
"2092",0.878739963182583,0.886623047075977,0,1
"2093",1,1,1,1
"2094",1,0.254825088355241,0,0
"2095",0,0,1,0
"2096",1,1,0,1
"2097",0,0,1,0
"2098",0,0,0,1
"2099",0.999085288714449,1,0,0
"2100",1,1,1,1
"2101",1,1,1,1
"2102",0,0,1,0
"2103",1,1,1,1
"2104",1,1,1,1
"2105",1,1,0,0.807984615963705
"2106",0,0,1,0
"2107",1,0,0,0
"2108",1,0,0,0
"2109",1,0.998073601140054,0,0
"2110",1,0,0,0
"2111",0.344161424647973,0.341548400584743,1,0.341023255004326
"2112",0,0,1,0
"2113",1,1,0,1
"2114",1,0,0,0
"2115",1,1,1,1
"2116",0,0,1,0
"2117",0.648472108614576,1,0,0
"2118",1,0,0,0
"2119",1,0,0,0
"2120",1,1,0,1
"2121",1,1,0,1
"2122",1,0.970440495003592,0,0.734120931064874
"2123",1,0,0,0
"2124",0.999657537972827,1,0.997908725843512,0.999315175849154
"2125",1,0,0,0
"2126",0,0,1,0
"2127",0,0,1,0
"2128",1,0.607134940118665,0,0
"2129",0,1,0,0
"2130",0,0,0,1
"2131",1,1,0,1
"2132",0,0,1,0
"2133",0,0,1,0
"2134",1,1,0,1
"2135",1,1,0.672017423088472,1
"2136",1,1,0,0.714516615867239
"2137",1,1,0,1
"2138",1,1,1,1
"2139",0,0,1,0
"2140",1,0.963214936985871,0,0
"2141",1,1,0,1
"2142",0.979151715509991,1,0,0
"2143",1,1,0.422802711839905,1
"2144",1,0,0,0
"2145",1,0,0,0
"2146",1,1,1,1
"2147",0,0,0,1
"2148",1,0,0,0
"2149",0.987978692067814,0.986632037173289,0.744795818248099,1
"2150",1,0,0,0
"2151",0.840951641597739,1,0,0
"2152",1,0,0,0
"2153",1,1,0,1
"2154",1,1,1,1
"2155",1,1,1,1
"2156",0,1,0,0
"2157",0,1,0,0
"2158",0,0,1,0
"2159",1,1,1,1
"2160",0,0,0,1
"2161",1,0,0,0
"2162",0,0,1,0
"2163",1,0.964278493391833,0,0.973320398568682
"2164",1,0,0,0
"2165",1,0.956183219020704,0,0
"2166",0,0,1,0
"2167",0,1,0,0
"2168",1,1,0,0.779125169036144
"2169",1,1,1,1
"2170",0,0,1,0
"2171",1,0.973413634309247,0,0
"2172",0,0,1,0
"2173",1,0,0,0
"2174",0,0,1,0
"2175",0,0,1,0
"2176",1,1,1,1
"2177",1,1,1,1
"2178",1,0.87924268429657,0,0
"2179",0,0,1,0
"2180",1,1,0,1
"2181",1,0,0,0
"2182",0.66510735101556,1,0,0
"2183",0.931350647175794,1,0,0
"2184",1,1,0,1
"2185",1,0,0,0
"2186",1,0.950630120423931,0,0
"2187",0,0,1,0
"2188",1,0,0,0
"2189",0,0,1,0
"2190",1,0.95775147773094,0,0.67865615916545
"2191",1,1,0,1
"2192",0,1,0,0
"2193",1,0,0,0
"2194",1,1,1,1
"2195",0,0,0,1
"2196",1,1,1,1
"2197",0.990533108987243,1,0,0
"2198",1,1,1,1
"2199",1,0,0,0
"2200",1,1,1,1
"2201",1,1,1,1
"2202",1,0.479329022991381,0,0
"2203",0,0,1,0
"2204",1,1,0,0.712557660618589
"2205",0,0,0,1
"2206",1,0,0,0
"2207",1,0.96785719875514,0,0
"2208",0.662544155651802,0.660112640732158,1,0.671144003251766
"2209",1,0.958390788071705,0,0
"2210",0,0,0,1
"2211",0.923695803320695,1,0,0
"2212",1,0.527229027231565,0,0
"2213",1,1,0,1
"2214",1,1,1,1
"2215",1,0.972688754241008,0,0
"2216",0,1,0,0
"2217",1,1,1,1
"2218",0,0,1,0
"2219",1,1,0,1
"2220",0.838881856667526,1,0,0
"2221",1,0.957205189177159,0,0
"2222",1,1,1,1
"2223",0,0,1,0
"2224",0,1,0,0
"2225",1,1,1,1
"2226",1,0,0,0
"2227",1,0,0,0
"2228",1,1,0,1
"2229",1,1,0.39293992549089,1
"2230",1,1,1,1
"2231",0,1,0,0
"2232",1,1,0.73409385035687,1
"2233",1,0,0,0
"2234",0.688693155489312,1,0,0.464969600226607
"2235",1,0,0,0
"2236",0,1,0,0
"2237",0,0,1,0
"2238",0,0,0,1
"2239",1,1,0,0.430520388459051
"2240",0.985328869722568,0.98418768949766,0.213274633761966,1
"2241",1,1,0,1
"2242",0.643300929685053,0.636852700684744,0,1
"2243",1,1,1,1
"2244",0.627809616360333,1,0,0
"2245",0.333505594213781,1,0,0
"2246",1,0,0,0
"2247",0.936404368110352,1,0,0.671427215510733
"2248",1,1,1,1
"2249",0,0,1,0
"2250",1,0,0,0
"2251",1,0,0,0
"2252",1,1,1,1
"2253",1,0,0,0
"2254",1,0.812774957012637,0,0
"2255",1,0,0,0
"2256",0,0,0,1
"2257",1,0.980026294698184,0,0.586871343687927
"2258",1,1,0,0.474252169639648
"2259",0.871163121538927,0.858400773372875,0,1
"2260",1,1,1,1
"2261",0,0,1,0
"2262",0,0,0,1
"2263",0,1,0,0
"2264",1,0,0,0
"2265",1,0,0,0
"2266",0,1,0,0
"2267",0,0,0,1
"2268",1,0.964706862527662,0,0
"2269",1,0.410947515410924,0,0
"2270",0,0,0,1
"2271",1,1,0.789921387726858,1
"2272",1,0,0,0
"2273",1,1,0.858325523872599,1
"2274",1,1,1,1
"2275",0.914086035700577,1,0,0
"2276",1,1,0,0.631584498610901
"2277",1,1,1,1
"2278",1,0.967614936338641,0,0.845430654241165
"2279",1,1,0.411209623474423,1
"2280",1,0,0,0
"2281",1,1,0,1
"2282",0.845392956737231,1,0,0.816580097754845
"2283",0,0,1,0
"2284",0,1,0,0
"2285",0,0,1,0
"2286",1,1,0,1
"2287",0,0,0,1
"2288",0,0,0,1
"2289",1,0,0,0
"2290",1,1,0,1
"2291",0,1,0,0
"2292",1,1,1,1
"2293",1,0.961332780148657,0,0
"2294",1,1,0,1
"2295",0,1,0,0
"2296",0,0,1,0
"2297",1,1,1,1
"2298",0,0,0,1
"2299",0,0,1,0
"2300",1,1,0.228203542551364,1
"2301",1,1,0,0
"2302",0,1,0,0
"2303",0,0,1,0
"2304",1,1,1,1
"2305",1,0,0,0
"2306",1,1,1,1
"2307",1,1,1,1
"2308",1,1,0,1
"2309",1,0,0,0
"2310",1,1,0,1
"2311",1,0.739819904331595,0,0
"2312",1,0,0,0
"2313",0.921116245070867,1,0,0
"2314",1,0.633591509854502,0,0
"2315",1,0,0,0
"2316",0,0,0,1
"2317",1,1,1,1
"2318",1,0.975926722835806,0,0
"2319",0.165119895207529,0.165189165764374,0,1
"2320",0,0,1,0
"2321",1,1,0,1
"2322",1,1,0,1
"2323",1,1,0,1
"2324",0,0,1,0
"2325",1,0.293036400842377,0,0
"2326",0,1,0,0
"2327",1,1,0.660833895399635,1
"2328",1,1,0,1
"2329",0,0,1,0
"2330",0,0,1,0
"2331",0,0,1,0
"2332",1,1,1,1
"2333",0,0,1,0
"2334",0,0,1,0
"2335",0.528213129218049,0.528041735792551,1,0.533793114820638
"2336",1,1,0,1
"2337",1,1,0,1
"2338",1,0.98812279070897,0.342033394553879,0.99410920419318
"2339",1,0,0,0
"2340",1,1,1,1
"2341",0,0,1,0
"2342",1,0,0,0
"2343",0,0,0,1
"2344",1,0,0,0
"2345",0,0,1,0
"2346",0,0,1,0
"2347",0.421528356220847,0.418823053873814,1,0.426696849070142
"2348",1,0.958457046332241,0,0.70343284974025
"2349",0,0,1,0
"2350",1,1,1,1
"2351",1,1,0.453259204401734,1
"2352",1,0,0,0
"2353",0,0,1,0
"2354",1,0,0,0
"2355",1,1,0,1
"2356",0.34962005298615,1,0,0
"2357",0,0,1,0
"2358",0.273896371553248,1,0,0
"2359",0,0,0,1
"2360",0,0,1,0
"2361",0,0,0,1
"2362",0.318427224770445,1,0,0
"2363",0,0,1,0
"2364",1,1,0,0.803381663261403
"2365",0,1,0,0
"2366",0.955149937977881,0.923550417911223,0,1
"2367",1,1,1,1
"2368",1,1,1,1
"2369",1,1,1,1
"2370",0,0,1,0
"2371",0,0,1,0
"2372",0.949112993885665,1,0,0
"2373",1,1,1,1
"2374",1,0.737974463864193,0,0
"2375",0,0,1,0
"2376",0,0,1,0
"2377",1,1,1,1
"2378",1,0,0,0
"2379",0,1,0,0
"2380",0,0,1,0
"2381",0,0,0,1
"2382",0,0,1,0
"2383",0,0,0,1
"2384",1,1,0,1
"2385",1,0.901559789429426,0,0.539478064178089
"2386",1,0.963492845120013,0,0
"2387",0,0,1,0
"2388",1,0,0,0
"2389",1,1,0.612696518085113,1
"2390",0,0,1,0
"2391",1,1,0,1
"2392",1,0,0,0
"2393",0,0,0,1
"2394",0,0,0,1
"2395",1,1,1,1
"2396",0,0,1,0
"2397",1,0.305532781851073,0,0
"2398",1,0.963002918044174,0,0.656074702364492
"2399",0,0,1,0
"2400",1,0.559392477858116,0,0
"2401",1,1,1,1
"2402",0,0,1,0
"2403",1,1,0,1
"2404",1,1,1,1
"2405",1,0.999917775964656,0.999320471889193,0.999835552816936
"2406",1,0,0,0
"2407",1,0,0,0
"2408",0,0,1,0
"2409",1,1,1,1
"2410",0,0,1,0
"2411",0,0,1,0
"2412",1,1,0,0.790061501309758
"2413",0,0,1,0
"2414",0,0,1,0
"2415",1,1,1,1
"2416",0.856342630182511,0.846633122277072,0,1
"2417",0,0,1,0
"2418",0,1,0,0
"2419",1,1,0.721474456102033,1
"2420",1,1,0,1
"2421",0,0,1,0
"2422",1,1,0,0.501282984741624
"2423",0.999889348281531,1,0.998001979179482,0.999778701811757
"2424",0,0,1,0
"2425",1,0.564791685301821,0,0
"2426",1,0,0,0
"2427",1,1,0,1
"2428",1,1,0.602845160508842,1
"2429",1,1,0.645534081887767,1
"2430",1,0.925992009819958,0,0
"2431",0,1,0,0
"2432",1,0,0,0
"2433",1,0,0,0
"2434",1,1,0,1
"2435",1,1,1,1
"2436",0,0,1,0
"2437",1,0,0,0
"2438",1,0,0,0
"2439",0.897511252138939,0.876439262393368,0,1
"2440",0.941241166259728,1,0,0
"2441",0,0,0,1
"2442",1,1,0.239926856709901,1
"2443",1,0,0,0
"2444",1,1,0,0
"2445",1,1,0,1
"2446",1,1,0,1
"2447",1,1,1,1
"2448",0,0,0,1
"2449",1,1,0,0.70364254510041
"2450",0.825061298719917,0.881367397590144,0,1
"2451",1,1,1,1
"2452",1,1,0,1
"2453",0.615780965277782,1,0,0.233176642310889
"2454",1,0.944220529720547,0,0.414537726434777
"2455",1,0,0,0
"2456",0,0,1,0
"2457",0,1,0,0
"2458",0,0,1,0
"2459",0,0,1,0
"2460",1,0.955927621639374,0,0.733051816403672
"2461",0.567604843376722,1,0,0
"2462",1,1,1,1
"2463",0,0,1,0
"2464",1,1,0,0.758855308600977
"2465",0,1,0,0
"2466",1,0,0,0
"2467",0,0,1,0
"2468",0,0,1,0
"2469",1,1,1,1
"2470",0,0,1,0
"2471",0,1,0,0
"2472",0,0,1,0
"2473",0,0,1,0
"2474",1,0.978008054317615,0,0
"2475",0,0,0,1
"2476",1,0.966019945797578,0,0.778221319142123
"2477",0,0,1,0
"2478",0,0,0,1
"2479",0,1,0,0
"2480",1,0.504608880949745,0,0
"2481",0,0,1,0
"2482",0,0,1,0
"2483",0.929238420873417,1,0,0
"2484",0.935971928514051,0.943923903073702,0,1
"2485",0,0,1,0
"2486",1,0,0,0
"2487",1,1,0,0.615405642556791
"2488",1,1,0,1
"2489",1,0,0,0
"2490",0,0,1,0
"2491",1,0,0,0
"2492",1,0,0,0
"2493",1,0,0,0
"2494",1,1,1,1
"2495",1,0.967856907445287,0,0.634091558473068
"2496",0.930209778669426,1,0,0
"2497",1,0,0,0
"2498",1,0.965737843199501,0,0.680054263768216
"2499",1,0.422079044462135,0,0
"2500",1,0,0,0
"2501",1,0.987605122478131,0,0
"2502",1,0.97786178291269,0,0
"2503",0,0,1,0
"2504",0,0,1,0
"2505",0,1,0,0
"2506",0.920849691398587,0.881135028908248,0,1
"2507",1,0.937232019047582,0,0
"2508",1,0.411003117205397,0,0
"2509",0,0,0,1
"2510",0,0,0,1
"2511",0,1,0,0
"2512",0,0,1,0
"2513",1,0.898335198421692,0,0
"2514",1,0,0,0
"2515",1,1,0,1
"2516",0,0,0,1
"2517",1,0,0,0
"2518",0.667874485664713,0.661447799406258,1,0.672988681026252
"2519",1,0.19478991793048,0,0
"2520",1,1,0,1
"2521",0,0,1,0
"2522",0,0,0,1
"2523",1,1,0,0.866957312943679
"2524",1,1,1,1
"2525",0,0,1,0
"2526",0.185469310341356,1,0,0
"2527",0,1,0,0
"2528",0,0,1,0
"2529",0.993297432063966,1,0,0.999765112306397
"2530",1,1,0.30838303333994,1
"2531",0.88284624560777,0.871374047568862,0,1
"2532",0,1,0,0
"2533",1,1,0,1
"2534",1,1,1,1
"2535",1,0,0,0
"2536",1,0,0,0
"2537",0.684623250611149,1,0,0.627902757713596
"2538",0.449677451740702,1,0,0
"2539",0.448033050420632,1,0,0
"2540",1,1,0,1
"2541",1,0,0,0
"2542",1,1,1,1
"2543",1,1,1,1
"2544",0,0,0,1
"2545",0,0,1,0
"2546",0,0,1,0
"2547",0,0,1,0
"2548",1,0,0,0
"2549",0,1,0,0
"2550",0,0,1,0
"2551",1,0,0,0
"2552",1,0,0,0
"2553",1,0,0,0
"2554",1,1,1,1
"2555",1,1,0,1
"2556",0,0,0,1
"2557",1,1,1,1
"2558",1,1,0,0.739165406888849
"2559",1,1,0.70066615906083,1
"2560",0,0,1,0
"2561",0,0,1,0
"2562",0,1,0,0
"2563",0,0,0,1
"2564",0,0,0,1
"2565",0.109983972870322,1,0,0
"2566",1,0,0,0
"2567",0,0,1,0
"2568",1,1,1,1
"2569",1,0.530421255546475,0,0
"2570",1,0.652590746462145,0,0
"2571",0.716069008112446,0.710612672473174,1,0.720328382352156
"2572",1,1,1,1
"2573",0,0,0,1
"2574",0,0,1,0
"2575",0,0,1,0
"2576",0,1,0,0
"2577",0,1,0,0
"2578",1,0.406548215942705,0,0
"2579",0,0,1,0
"2580",1,0.406394133377501,0,0
"2581",0.960936198822826,0.904751186905139,0,1
"2582",1,1,1,1
"2583",0,1,0,0
"2584",1,1,0,0.746674855154147
"2585",1,1,1,1
"2586",1,0,0,0
"2587",0.331707921250282,0.327663584555588,1,0.332829777442305
"2588",1,0,0,0
"2589",1,1,0,1
"2590",0,1,0,0
"2591",1,0.116147994762086,0,0
"2592",1,0.440443518921031,0,0
"2593",1,0,0,0
"2594",1,0.975933219281585,0,0.84756484164532
"2595",1,0.951937282092323,0,0
"2596",0,0,0,1
"2597",1,0.65006511804742,0,0
"2598",1,1,0,0.832960142080495
"2599",1,1,1,1
"2600",0,0,1,0
"2601",0,1,0,0
"2602",1,1,0,1
"2603",0.87132750046116,1,0,0
"2604",1,0.914108023835219,0,0
"2605",0.996491825706837,0.996143067233593,1,0.995618675731957
"2606",0.929318847492825,1,0,0
"2607",1,0.971165698759412,0,0
"2608",1,0.905099518217273,0,0.505394763456017
"2609",1,0.963086409530535,0,0
"2610",0,0,1,0
"2611",0,0,1,0
"2612",1,1,0,1
"2613",1,0,0,0
"2614",1,1,0.352072032091899,1
"2615",1,0,0,0
"2616",0,0,1,0
"2617",1,1,0,1
"2618",0,0,1,0
"2619",1,1,1,1
"2620",1,1,0,0.705270522266209
"2621",1,0,0,0
"2622",1,0.820784452097005,0,0
"2623",1,0.978144550300156,0,0
"2624",0.923451030588566,1,0,0
"2625",1,1,1,1
"2626",0,0,0,1
"2627",0,0,1,0
"2628",1,1,1,1
"2629",0,0,1,0
"2630",0,0,0,1
"2631",0,0,0,1
"2632",0,0,0,1
"2633",1,0.961717923536541,0,0.511028696454062
"2634",1,1,0,1
"2635",1,1,0,0.905698294738946
"2636",0,1,0,0
"2637",1,1,0,1
"2638",0,0,0,1
"2639",0,0,1,0
"2640",1,0,0,0
"2641",0.11182019913907,1,0,0
"2642",0,1,0,0
"2643",1,0.398446685600874,0,0
"2644",0.980100410685506,0.97970690565639,1,0.982602861213683
"2645",0,0,1,0
"2646",0.956471827517016,1,0,0
"2647",0,0,1,0
"2648",0.852340088342445,1,0,0
"2649",1,1,0,1
"2650",0.949644123058253,1,0,0
"2651",1,1,0,1
"2652",0,0,1,0
"2653",0,0,0,1
"2654",1,0.988927127294108,0.450751692171352,0.974827948065306
"2655",0,0,1,0
"2656",1,0.953701922383092,0,1
"2657",0,0,0,1
"2658",1,1,0.831486145559209,1
"2659",1,0.975933832739023,0,0
"2660",1,0.944881668437638,0,0.848604901900682
"2661",0.672898428318564,1,0,0.718738135865092
"2662",1,0.972250123169406,0,0
"2663",1,1,1,1
"2664",0,1,0,0
"2665",0,0,0,1
"2666",1,1,1,1
"2667",1,0.983705286745832,0,0
"2668",1,0,0,0
"2669",1,0,0,0
"2670",1,1,1,1
"2671",1,0,0,0
"2672",1,0.974246657388472,0,0
"2673",0,0,1,0
"2674",0,0,0,1
"2675",0,0,0,1
"2676",1,0.991563088799183,0.640001871399267,0.989721830365962
"2677",1,0,0,0
"2678",0,1,0,0
"2679",1,1,0.78519872074744,1
"2680",0,0,1,0
"2681",1,0,0,0
"2682",0,0,1,0
"2683",1,0.122460826183997,0,0
"2684",1,1,0.316195544333948,1
"2685",0,0,0,1
"2686",0,0,1,0
"2687",1,0.968055354318419,0,0.614671801216328
"2688",1,1,1,1
"2689",0,0,1,0
"2690",1,0,0,0
"2691",1,0,0,0
"2692",1,0.550831231051336,0,0
"2693",1,0,0,0
"2694",0,0,0,1
"2695",0.966512473717197,0.966453731828643,1,0.967491578281304
"2696",0,0,1,0
"2697",0,0,1,0
"2698",0,0,1,0
"2699",0.934475886686271,0.949612448979635,0,1
"2700",1,0,0,0
"2701",0.799413956910951,1,0,0.592724944662643
"2702",1,1,1,1
"2703",0,0,1,0
"2704",1,1,1,1
"2705",1,0,0,0
"2706",0,0,1,0
"2707",1,0.754328516864396,0,0
"2708",0.505070318570006,0.501611632072942,1,0.504571055048086
"2709",1,0.987572340596811,0,0.976025410473418
"2710",1,0.956079027534564,0,0.745472925014693
"2711",1,1,0,1
"2712",0.74922574717094,1,0,0
"2713",1,1,0,1
"2714",1,0.667408836940127,0,0
"2715",0,0,1,0
"2716",1,0.76708936827333,0,0
"2717",1,1,0,0
"2718",1,1,1,1
"2719",0.941330468283114,1,0,0
"2720",1,0.53641174967476,0,0
"2721",0,0,1,0
"2722",1,0.723315116557098,0,0
"2723",1,1,1,1
"2724",1,1,0,0.689447139317752
"2725",1,1,1,1
"2726",1,1,0,1
"2727",1,1,1,1
"2728",1,0,0,0
"2729",1,1,0,1
"2730",0.991159232562187,1,0,0
"2731",1,0.220999897050127,0,0
"2732",1,1,0,1
"2733",1,0.53452735473614,0,0
"2734",0.215151632243251,1,0,0
"2735",1,0,0,0
"2736",0,0,1,0
"2737",0.304764932329283,1,0,0
"2738",1,0.965833886164731,0,0
"2739",1,1,1,1
"2740",1,1,1,1
"2741",0.96021455257909,0.886039210809361,0,1
"2742",1,1,1,1
"2743",1,1,0,1
"2744",1,0.689357264489214,0,0
"2745",1,0,0,0
"2746",1,0.20959750025836,0,0
"2747",1,1,1,1
"2748",0,0,1,0
"2749",1,0.952627931310558,0,0.4911192294635
"2750",1,1,1,1
"2751",0,0,1,0
"2752",1,0.18739329145028,0,0
"2753",0,0,0,1
"2754",0.999166497817536,1,0,0.941256152908173
"2755",0,1,0,0
"2756",1,0,0,0
"2757",1,0,0,0
"2758",0.317803777933244,1,0,0
"2759",1,1,1,1
"2760",0,0,1,0
"2761",1,1,1,1
"2762",1,1,0.605388498970137,1
"2763",1,1,1,1
"2764",1,1,0,1
"2765",1,1,1,1
"2766",0.996495712197306,0.995937956162087,0.997617228911937,1
"2767",0,0,0,1
"2768",1,1,0.254570309631104,1
"2769",1,1,0,1
"2770",0,1,0,0
"2771",1,0.900776653266871,0,0.617407981840126
"2772",1,1,1,1
"2773",0,0,1,0
"2774",0,0,0,1
"2775",1,0.586489025752633,0,0
"2776",1,0.72493302164135,0,0
"2777",0,0,1,0
"2778",0.912655680937384,1,0,0.688567245798114
"2779",0.852636457361702,1,0,0
"2780",1,1,1,1
"2781",0,0,0,1
"2782",0,0,1,0
"2783",1,1,1,1
"2784",1,0.888280920110685,0,0
"2785",0,0,0,1
"2786",0,0,1,0
"2787",1,0.987935818517411,0,0.86208046454502
"2788",1,1,0,1
"2789",1,1,0,1
"2790",1,1,0.406034362338582,1
"2791",0.966277471403064,1,0,0.44282262827282
"2792",1,0.999203298559995,0,0
"2793",0,0,0,1
"2794",1,1,0,1
"2795",1,0.984103031252676,0,0
"2796",1,0.994087428428692,0,0.996563826768201
"2797",0,0,0,1
"2798",1,1,1,1
"2799",1,1,0.607245991241447,1
"2800",1,1,0.371048135136143,1
"2801",0,1,0,0
"2802",0.335401484823092,1,0,0
"2803",1,1,1,1
"2804",0,1,0,0
"2805",0,0,1,0
"2806",0,0,0,1
"2807",1,1,1,1
"2808",1,1,1,1
"2809",1,0,0,0
"2810",1,0.562601591186174,0,0
"2811",1,0,0,0
"2812",1,1,0.806458083684938,1
"2813",0.926899868232592,1,0,1
"2814",1,0,0,0
"2815",0,0,0,1
"2816",1,1,0,0
"2817",1,0.192360708212431,0,0
"2818",1,0,0,0
"2819",0,0,0,1
"2820",0,0,1,0
"2821",1,0.292703664516669,0,0
"2822",0,0,1,0
"2823",0.918687482984004,1,0,0
"2824",1,0.655645770370516,0,0
"2825",1,1,0.50382624578712,1
"2826",0,1,0,0
"2827",0.937817906318833,1,0,0
"2828",1,0.999662218750822,0.978713873677974,0.999742208947959
"2829",1,1,1,1
"2830",0,0,1,0
"2831",1,0,0,0
"2832",0,0,1,0
"2833",0.87380286519863,0.935980120561931,0,1
"2834",1,1,0,0.824809971431227
"2835",1,0.137531029574344,0,0
"2836",0.921042938739636,0.891386202120944,0,1
"2837",0,0,1,0
"2838",1,0.93153241020846,0,0
"2839",1,1,0,1
"2840",1,0.996927072631021,0,0
"2841",1,0,0,0
"2842",0.961821203856692,0.941533472610186,0,1
"2843",0,0,1,0
"2844",1,1,1,1
"2845",1,0.579825277721224,0,0
"2846",1,1,1,1
"2847",0,0,1,0
"2848",0,0,1,0
"2849",1,1,0,1
"2850",0,0,1,0
"2851",0,0,1,0
"2852",1,0,0,0
"2853",0,0,0,1
"2854",1,0.490699494990366,0,0
"2855",1,0.957270745586943,0,0.791798823634527
"2856",0,0,1,0
"2857",0.999712075499291,1,0.997884729719634,0.999424219250957
"2858",0,0,0,1
"2859",1,0.999518393762214,0.998555809924288,0.999036997092879
"2860",0,0,0,1
"2861",0,0,1,0
"2862",1,0,0,0
"2863",0,0,1,0
"2864",0.998530360425975,0.995364785635593,1,0.998002947392789
"2865",1,0,0,0
"2866",0,0,1,0
"2867",0,1,0,0
"2868",0,0,0,1
"2869",1,1,1,1
"2870",0,0,1,0
"2871",1,0.93548435135203,0,0
"2872",1,1,1,1
"2873",1,1,1,1
"2874",0.913678963888089,0.872788562769716,0,1
"2875",1,0,0,0
"2876",0.411258824156448,1,0,0
"2877",0,0,1,0
"2878",0,1,0,0
"2879",1,0.890766885517862,0,0
"2880",0,0,0,1
"2881",0,0,0,1
"2882",0,0,1,0
"2883",0,0,1,0
"2884",0.995298004158705,1,0,0.861178603763063
"2885",0,0,0,1
"2886",1,0,0,0
"2887",1,1,1,1
"2888",0,0,1,0
"2889",0,0,1,0
"2890",1,1,1,1
"2891",1,0.982320741000201,0,0.86990521531363
"2892",0,0,1,0
"2893",0,0,1,0
"2894",1,0.204225043806618,0,0
"2895",1,0,0,0
"2896",1,1,0,1
"2897",1,1,0,1
"2898",1,1,0.76500495364568,1
"2899",1,0.99992905572179,0.99786915746247,0.999762868935892
"2900",0,1,0,0
"2901",0,1,0,0
"2902",0.798712552875588,0.797430791251561,1,0.804889079198022
"2903",1,1,1,1
"2904",0.691575930323987,1,0,0
"2905",0,1,0,0
