"","Trajectory","trends","ci"
"Run4_120703409056541",0.123602515478687,-0.116826713558689,0.0282915680572811
"Run4_120703424252854",0.89773835295458,-0.110552593121471,0.0326687857289611
"Run4_120703436876077",0.352871846121387,-0.0793679790438181,0.0320603141060461
"Run4_120703455025387",0.642688434723303,-0.0897649856108399,0.0248758420140444
"Run4_120726911638237",0.703681467309319,-0.0937109207897035,0.02488837877255
"Run4_120726924974443",0.828817035330153,-0.104590696161113,0.0291070316904697
"Run4_120726924978030",0.634124133253699,-0.0892923851776383,0.0251250175039836
"Run4_120772961130853",0.437999477158392,-0.0787859097354972,0.034481117912242
"Run4_120786758780660",0.531669048873913,-0.0833458599002516,0.0287498934273621
"Run4_120786786086116",0.388919723742958,-0.0787058195500464,0.033124010512007
"Run4_120786804205803",0.709626060877145,-0.0941583117455079,0.0249753999567482
"Run4_120786804401973",0.643864863723078,-0.0898311315874059,0.0248502176180474
"Run4_120797898099934",0.861337893125553,-0.107499694355891,0.0308533429334554
"Run4_120797925428019",0.544968244953476,-0.0842809070208339,0.0282950553981676
"Run4_120797944462237",0.465692682325997,-0.0794239789297397,0.0334492866141879
"Run4_120797945084765",0.329858796591952,-0.0803350998171134,0.0319293475379458
"Run4_120864497952619",1.35158311283985,-0.136778896380202,0.0453756570017544
"Run4_121202296712412",1.5227601085118,-0.142845285095441,0.0496848077492127
"Run4_121202296875939",0.127570177296745,-0.115682044508145,0.0280039611105695
"Run4_121202324139420",1.17204146694037,-0.128375168992794,0.0420185320225481
"Run4_121276814544302",0.56398895036154,-0.0855603268817426,0.0279064107569203
"Run4_121276814768869",0.422062573509229,-0.0786917637438875,0.0342868465298739
"Run4_121319782803691",0.573008124532711,-0.086118586203935,0.0277442572299469
"Run4_121338017995180",0.258813203054005,-0.0873286184557528,0.0315868401465909
"Run4_121339869579045",0.0624683364690925,-0.136957754925089,0.0390735248992401
"Run4_121339884197670",0.298033003331404,-0.0826145109077452,0.032164004772977
"Run4_121339897375467",0.539844579310076,-0.0839222355399537,0.028445924790395
"Run4_121339915976030",0.705368332438406,-0.0938367587320017,0.02491071607439
"Run4_121742672218843",0.546922703598724,-0.0844167112282382,0.0282444323630241
"Run4_121742684731182",0.540310465780219,-0.0839549741830396,0.028431034143336
"Run4_121812464876332",0.687452748178417,-0.0925464834038125,0.0247642964501317
"Run4_121812477504803",0.714429647881478,-0.0945277759694927,0.0250617405553927
"Run4_121812477659372",0.640296218038871,-0.089631423493612,0.0249343497951173
"Run4_121812496309539",1.42632733378325,-0.139639403751467,0.0468411093550963
"Run4_121812496627629",0.739884063453715,-0.0965993835798907,0.0256271811916831
"Run4_121826140407589",0.411225057877396,-0.0786552646208297,0.033973269566401
"Run4_121826154859894",0.110604567484349,-0.120712689660284,0.0295612272103999
"Run4_121826168138163",0.474155904245279,-0.079779272914612,0.0328385430134686
"Run4_121826187070251",0.540652045209783,-0.0839789644391878,0.0284202721587952
"Run4_121879156964651",0.104834184418437,-0.122506626664985,0.0302950412338624
"Run4_121896068373812",0.772181537063289,-0.0994275128588846,0.026556219814651
"Run4_121896095603508",0.73201977556531,-0.0959395340021978,0.0254522071780586
"Run4_121896114436398",1.45092610618548,-0.140506958589787,0.0474328525740619
"Run4_121955406802230",0.420435531200212,-0.0786844596654637,0.0342472759522678
"Run4_121955407285596",0.109058217098754,-0.121189182299403,0.0297472986514597
"Run4_121955419114358",0.46158815094623,-0.0792758338181275,0.0337090495261298
"Run4_121955419114862",0.584988430455155,-0.086788286058812,0.0274555441649221
"Run4_121965753884006",0.923408332499909,-0.112521561750377,0.0337122780062556
"Run4_122282776423132",0.345280517041437,-0.0796322897747293,0.0319683956055854
"Run4_122282795515302",0.3490178182537,-0.0794958573841853,0.032007203876413
