"","t6"
"998","Run4_191096715696925"
"999","Run4_170258487954164"
"1000","Run5_235129942501227"
"1001","Run4_126680929789814"
"1002","Run4_134447990758622"
"1003","Run4_156024161328475"
"1004","Run5_169795602987436"
"1005","Run4_241098904759198"
"1006","Run5_228042023484830"
"1007","Run5_195606458251564"
"1008","Run5_231900158551899"
"1009","Run5_201114458372382"
"1010","Run4_126149071067430"
"1011","Run4_165858428742579"
"1012","Run5_231891402676150"
"1013","Run5_160990068160307"
"1014","Run5_230652470836652"
"1015","Run5_204825324641523"
"1016","Run5_197185817466588"
"1017","Run5_134936662235035"
"1018","Run4_200562850261342"
"1019","Run5_231270780620206"
"1020","Run5_200899084540659"
"1021","Run4_201465586142620"
"1022","Run5_192101765003685"
"1023","Run5_125247377590110"
"1024","Run4_227853865801643"
"1025","Run5_191691433897188"
"1026","Run4_204765462910764"
"1027","Run4_126680975988467"
"1028","Run5_240094642101556"
"1029","Run5_130144732666286"
"1030","Run5_169572532664101"
"1031","Run5_230652470286236"
"1032","Run4_235678522009334"
"1033","Run5_227982968273653"
"1034","Run5_230732713651557"
"1035","Run4_126886685556019"
"1036","Run5_122428777683302"
"1037","Run4_232318617991908"
"1038","Run5_231822803462364"
"1039","Run5_170180358589862"
"1040","Run5_232439011297062"
"1041","Run5_232328266901366"
"1042","Run5_200983488453860"
"1043","Run5_235214365738859"
"1044","Run5_231692894918444"
"1045","Run5_197058291779427"
"1046","Run5_227973438559988"
"1047","Run4_130761061195188"
"1048","Run5_240482262346614"
"1049","Run4_121812477659372"
"1050","Run5_165164938283821"
"1051","Run5_121339884563677"
"1052","Run4_169027831216484"
"1053","Run5_121955406474604"
"1054","Run4_170180373011182"
"1055","Run5_157684197447917"
"1056","Run5_197060157627230"
"1057","Run5_170745952333101"
"1058","Run5_227510387690355"
"1059","Run4_236221701241564"
"1060","Run5_236167189686197"
"1061","Run4_121896095603508"
"1062","Run4_204351789258588"
"1063","Run5_165164925180261"
"1064","Run4_134472832797478"
"1065","Run4_126885760784172"
"1066","Run5_235626694626141"
"1067","Run5_161548575553387"
"1068","Run4_156463353247526"
"1069","Run5_157613970339766"
"1070","Run5_191774158674340"
"1071","Run5_200561495296221"
"1072","Run4_204358278396654"
"1073","Run5_126836650231731"
"1074","Run4_235559337020837"
"1075","Run4_236785397020917"
"1076","Run5_231711831969182"
"1077","Run4_236221682007389"
"1078","Run5_161883167288684"
"1079","Run4_131309590145332"
"1080","Run4_230741438052251"
"1081","Run5_235188998068452"
"1082","Run5_231822803233142"
"1083","Run5_161893219678125"
"1084","Run4_201585858098932"
"1085","Run4_120703409580963"
"1086","Run5_232302659161326"
"1087","Run4_230809071377627"
"1088","Run4_129457491688822"
"1089","Run5_134472851732908"
"1090","Run5_236633972206299"
"1091","Run5_165385744895388"
"1092","Run5_192859679934365"
"1093","Run5_164761049970548"
"1094","Run5_170198344099685"
"1095","Run5_134592125361051"
"1096","Run5_122308384737070"
"1097","Run5_121812450659110"
"1098","Run5_236176826551150"
"1099","Run4_227364224551221"
"1100","Run5_170327461775790"
"1101","Run4_169082619620075"
"1102","Run5_204825309428637"
"1103","Run5_131217382594788"
"1104","Run5_130185516440476"
"1105","Run5_226273483437870"
"1106","Run5_196715517794734"
"1107","Run5_169022476696995"
"1108","Run5_121202342312796"
"1109","Run5_236650092214701"
"1110","Run5_227903377168732"
"1111","Run5_130134916622766"
"1112","Run5_201670702811876"
"1113","Run4_197256799250723"
"1114","Run5_231692895209772"
"1115","Run5_205392379297013"
"1116","Run5_235695836444510"
"1117","Run4_169174290090844"
"1118","Run5_161451957927150"
"1119","Run4_231366222007028"
"1120","Run4_166469252832180"
"1121","Run5_200994226563507"
"1122","Run5_135699986049318"
"1123","Run4_235069798045404"
"1124","Run4_235122055604085"
"1125","Run5_227510387399973"
"1126","Run5_231890207598939"
"1127","Run5_165851883321126"
"1128","Run4_157684165961579"
"1129","Run5_165327850879403"
"1130","Run5_226949787465460"
"1131","Run5_231822848879844"
"1132","Run5_169795583629669"
"1133","Run5_197185798069533"
"1134","Run5_195623369501430"
"1135","Run5_204351789788515"
"1136","Run4_235214350530861"
"1137","Run4_164631931640668"
"1138","Run5_227930535282926"
"1139","Run5_236768082640227"
"1140","Run5_157071998839580"
"1141","Run5_226273464334645"
"1142","Run5_125239726848939"
"1143","Run5_121826155117419"
"1144","Run4_160996537887645"
"1145","Run4_134600581045533"
"1146","Run5_200570487880094"
