"","V1","V2"
"1",1.78415602289884,15.4441771802993
"2",15.0623715710279,3.11798606548988
"3",-12.940751023806,-18.9970099182207
"4",-13.9649566329983,-15.7583507025737
"5",9.20737329472494,-15.1479120868802
"6",0.473114670955078,17.8837782613754
"7",-3.23755218228921,11.6780424020955
"8",11.3383541941429,-1.60040646462206
"9",4.27695067560337,1.33356829288051
"10",-2.822628532405,-1.33867986574419
"11",-8.91237237082555,-7.09566145547413
"12",-9.5901187910547,-9.59116579141761
"13",6.31295034493978,-4.12528670117996
"14",-12.7491764736519,-18.5639998143056
"15",-13.6301202746309,-15.3891876130178
"16",0.944542006986863,3.8502363355832
"17",2.77565554837887,11.7553692651851
"18",15.2875637235833,1.10746548954091
"19",10.0655438328885,3.46971173169699
"20",5.14475218899011,0.0909996966335982
"21",-1.96586144334141,0.723721468624279
"22",-5.03733879185181,-14.5625272533885
"23",6.35600904349157,24.3270265920367
"24",10.6135577721863,-0.629778543700484
"25",0.739081490935504,21.2449605965942
"26",3.1097892930194,18.1967414236737
"27",8.86890546466666,1.59363307870925
"28",3.65636575657976,14.697297518189
"29",4.86046556993937,28.5574529882445
"30",10.9512119587077,-13.0192933776055
"31",-2.91413747272465,-20.9988464660927
"32",-25.3919815864829,9.28356121037288
"33",2.13426422353828,20.3041432940515
"34",-23.876126274033,9.14335396585615
"35",7.52659554601786,-23.6030317878483
"36",14.4370481436242,6.79034828469697
"37",-12.2725820985872,-18.4431509328522
"38",-13.8023659148045,-8.26104439750577
"39",-14.2367750677851,-17.3313275487793
"40",-0.276469544774485,-19.8963281210886
"41",0.667243640350675,-3.35081991259136
"42",11.9115542498272,-13.0362401634028
"43",8.25427292067901,-5.25216098513777
"44",4.65124091526376,11.7567688920063
"45",-13.9045096909472,-11.0170768095714
"46",17.2297193054432,4.00813914802346
"47",-25.5811332299187,5.75683553216363
"48",6.36720002540002,7.11588505162373
"49",7.38360883977237,-16.7752042212939
"50",8.01456273326292,6.07757580001745
"51",5.91523732783882,29.3742570333808
"52",5.53965828295063,-7.09077155056129
"53",5.47844356144059,-1.07569595300112
"54",1.98818785266441,-1.64769112625334
"55",4.68105872279658,29.6311374674043
"56",1.61428083569877,-2.44902431656722
"57",-2.67946724055877,-8.72981579716864
"58",0.397510804390033,21.1419657406193
"59",-0.840946565784002,-21.6700654009897
"60",0.990409610977654,-5.6651250818619
"61",5.5608733434519,3.95343876382776
"62",14.1722887581766,5.96232539913532
"63",-14.0191658140878,-9.95742077845995
"64",9.90656327570519,7.41450680609085
"65",-13.1491290128576,-15.5074827620921
"66",0.0677801217641513,-0.388774474847203
"67",15.9105305378973,-1.0780665187208
"68",-11.8944626638779,-8.17439418458753
"69",3.8977231776255,-12.6975695363424
"70",-9.84548222956553,-19.2620514222155
"71",-4.12605103969449,-8.70560485784985
"72",-1.12470999365633,-21.4665411810165
"73",3.98752457946117,9.1452593008386
"74",2.97857067104038,14.4904986184893
"75",5.73484414702546,10.0529203266558
"76",10.8762478210034,0.986876826668246
"77",2.32774403601565,-7.47836242794261
"78",7.35183600798909,30.3955906814714
"79",-2.10684607980862,-18.5134248499938
"80",-12.7339475690801,-17.3395618782318
"81",3.81175614352007,23.9466301911277
"82",6.40993151330193,-19.4888434917711
"83",7.96702820622565,6.17875481003088
"84",3.8921395573347,-5.43892660016152
"85",6.66400508374505,8.62214510462662
"86",-21.3683552328755,7.89531143346258
"87",9.66562285752073,-8.96975582710499
"88",13.8987137890566,-2.24548872987978
"89",11.2349257722679,-11.9598064333279
"90",4.66439047509154,25.6831590053133
"91",-11.9412033313366,-10.8072031889572
"92",-6.48770645742404,-2.5362929093292
"93",-4.19192414299749,-16.3311655046225
"94",1.8013569690186,-1.92869406719869
"95",-26.1316312531925,9.29821767026631
