"","t3"
"998","Run5_231890226658723"
"999","Run4_135150517804379"
"1000","Run4_231692907694316"
"1001","Run5_239932667816350"
"1002","Run5_166264168212844"
"1003","Run5_133982133045085"
"1004","Run5_195426069460838"
"1005","Run5_192718917294373"
"1006","Run5_232302659124131"
"1007","Run4_197135438919981"
"1008","Run4_197188201629548"
"1009","Run5_170276741928756"
"1010","Run4_161548547877229"
"1011","Run4_157562550049500"
"1012","Run5_231822803298532"
"1013","Run5_226958752799068"
"1014","Run4_204427100112755"
"1015","Run4_231291315993387"
"1016","Run4_232311355193709"
"1017","Run5_226265832320307"
"1018","Run5_131242078456628"
"1019","Run4_236082068646812"
"1020","Run5_239408835575022"
"1021","Run4_135064438069492"
"1022","Run4_192121092032357"
"1023","Run4_240136800851756"
"1024","Run4_130126433671915"
"1025","Run4_166351395244773"
"1026","Run5_232449760979700"
"1027","Run5_205518992989099"
"1028","Run5_130675142220139"
"1029","Run4_134041176492980"
"1030","Run4_122514692500702"
"1031","Run4_232301289466715"
"1032","Run5_125677967399333"
"1033","Run4_226822433950955"
"1034","Run5_227846630303651"
"1035","Run4_162090668153054"
"1036","Run4_235198513047988"
"1037","Run4_129497354684213"
"1038","Run5_231770101234587"
"1039","Run4_197185798523307"
"1040","Run5_235198513334556"
"1041","Run5_192121111173987"
"1042","Run5_120772960864605"
"1043","Run4_129663530919645"
"1044","Run5_231907628539165"
"1045","Run5_227284916287925"
"1046","Run5_162090681260395"
"1047","Run5_205449153854387"
"1048","Run4_226265833073444"
"1049","Run5_204816869115677"
"1050","Run4_157613983153587"
"1051","Run5_165232467957997"
"1052","Run5_122282795482347"
"1053","Run5_155888882212076"
"1054","Run5_161864228137398"
"1055","Run4_169156948449012"
"1056","Run5_156024161615075"
"1057","Run4_121202296875939"
"1058","Run4_161864228134173"
"1059","Run5_191756825189171"
"1060","Run4_239407493441893"
"1061","Run4_240161214084979"
"1062","Run4_231280322145187"
"1063","Run4_169022477199211"
"1064","Run5_235198513302892"
"1065","Run4_126227542817590"
"1066","Run4_236785369770718"
"1067","Run4_204756771064117"
"1068","Run5_165188398898612"
"1069","Run5_227357156560283"
"1070","Run4_235199345872283"
"1071","Run5_240094656712110"
"1072","Run4_235129942956323"
"1073","Run5_199934577600227"
"1074","Run5_232328294521126"
"1075","Run4_195426041883886"
"1076","Run4_230732700961196"
"1077","Run4_227510433246108"
"1078","Run4_126218845961141"
"1079","Run4_227903423567653"
"1080","Run5_126132114024668"
"1081","Run4_231917051599211"
"1082","Run5_133854510922614"
"1083","Run4_228042050819805"
"1084","Run5_157486628910942"
"1085","Run4_197135466157932"
"1086","Run4_161893219227380"
"1087","Run5_240161227958707"
"1088","Run5_135149175585587"
"1089","Run4_204765475588982"
"1090","Run5_232327461693355"
"1091","Run4_133974604798197"
"1092","Run4_196019733608365"
"1093","Run4_130142271298979"
"1094","Run5_235198559729965"
"1095","Run4_226806174764270"
"1096","Run4_192747102162333"
"1097","Run5_169587546213806"
"1098","Run5_235000990461356"
"1099","Run5_236170026900188"
"1100","Run5_227973438294763"
"1101","Run5_231340573084390"
"1102","Run5_227853850765156"
"1103","Run5_125745312459702"
"1104","Run5_169794751551286"
"1105","Run5_122308384647606"
"1106","Run4_134376318188459"
"1107","Run4_232318649722590"
"1108","Run4_192745848400612"
"1109","Run4_235070752937884"
"1110","Run5_122293379357555"
"1111","Run4_157562596088243"
"1112","Run5_121742657219428"
"1113","Run5_236177543325541"
"1114","Run4_161548563302326"
"1115","Run5_157613982603549"
"1116","Run5_227364224296677"
"1117","Run4_231891403397411"
"1118","Run4_157004366211318"
"1119","Run5_125239746320308"
"1120","Run4_134472821070043"
"1121","Run5_161411807730523"
"1122","Run5_230816707439524"
"1123","Run4_192806917127605"
"1124","Run4_196113237424939"
"1125","Run5_204427085868333"
"1126","Run5_239468515801334"
"1127","Run4_240161259907484"
"1128","Run5_230654452066739"
"1129","Run4_161478667065140"
"1130","Run4_236288387959652"
"1131","Run4_133829930109669"
"1132","Run4_197135485812014"
"1133","Run4_227305168783667"
"1134","Run4_241098904946547"
"1135","Run4_227973466315054"
"1136","Run4_125677920545627"
"1137","Run4_191553888509214"
"1138","Run5_200348224149723"
"1139","Run5_166351409900901"
"1140","Run4_204427100277492"
"1141","Run5_120726943086438"
"1142","Run4_166469284354269"
"1143","Run5_235737712053158"
"1144","Run5_204825309657004"
"1145","Run4_169723777104246"
"1146","Run5_196527701244341"
"1147","Run5_161462663723251"
"1148","Run5_239946780293421"
"1149","Run4_135014286482275"
"1150","Run4_195562273364387"
"1151","Run4_236639636540830"
"1152","Run5_226874747119859"
"1153","Run5_126776224738524"
"1154","Run5_231366222036334"
"1155","Run5_121319737112438"
"1156","Run4_129582985309044"
"1157","Run5_129497354422581"
"1158","Run5_228042038794470"
"1159","Run4_241114577324899"
"1160","Run4_231907628861292"
"1161","Run5_126294026271155"
"1162","Run4_157071998936797"
"1163","Run4_192678083288372"
"1164","Run5_236650077731756"
"1165","Run5_120703409371893"
"1166","Run5_160990068137253"
"1167","Run5_204882352696099"
"1168","Run5_134033691334573"
"1169","Run4_239448264232307"
"1170","Run4_197185817500901"
"1171","Run4_197058310363493"
"1172","Run4_126776251899293"
"1173","Run4_201114485151580"
"1174","Run5_227425442481894"
"1175","Run4_201114472867564"
"1176","Run4_227305182841692"
"1177","Run4_191708909656502"
"1178","Run5_165860292347635"
"1179","Run5_205922720234204"
"1180","Run4_135150498856286"
"1181","Run5_235198558980838"
"1182","Run5_232327507557812"
"1183","Run4_204954173103412"
"1184","Run5_161883167865075"
"1185","Run5_205511430719278"
"1186","Run4_125197046434094"
"1187","Run5_235626713966326"
"1188","Run4_122436443094253"
"1189","Run5_197264019504029"
"1190","Run5_191226665167780"
"1191","Run4_231760572370355"
"1192","Run4_204358277786011"
"1193","Run4_227354829245214"
"1194","Run4_130184192936371"
"1195","Run4_239391521519406"
"1196","Run4_235000990420381"
"1197","Run5_205922701598003"
"1198","Run4_166469253613812"
"1199","Run5_157537719478110"
"1200","Run5_226970322234100"
"1201","Run4_161883153386214"
"1202","Run5_196638190030044"
"1203","Run5_165164910235036"
"1204","Run5_191215632010533"
"1205","Run4_121339869579045"
"1206","Run5_236170027686692"
"1207","Run5_230749732466011"
"1208","Run4_134522359991022"
"1209","Run5_162001579597147"
"1210","Run5_160785144859365"
"1211","Run5_240490718023019"
"1212","Run4_200416706588006"
"1213","Run5_169793589499741"
"1214","Run4_231907628902628"
"1215","Run5_130761042286813"
"1216","Run4_236175618128299"
"1217","Run4_164698921490659"
"1218","Run5_121339884498228"
"1219","Run5_240001509181814"
"1220","Run5_239468562270635"
"1221","Run5_236846734305574"
"1222","Run5_227510402303852"
"1223","Run5_162090681321884"
"1224","Run5_160910657313062"
"1225","Run4_240617715789107"
"1226","Run4_201670670797556"
"1227","Run5_169082637696355"
"1228","Run5_196174351881963"
"1229","Run4_192121092586931"
"1230","Run4_232439023520669"
"1231","Run4_169723749914356"
"1232","Run4_134531727603501"
"1233","Run5_121826168137643"
"1234","Run5_135571526838003"
"1235","Run4_227930503596406"
"1236","Run5_227853897222516"
"1237","Run5_161883167808869"
"1238","Run4_160990083368878"
"1239","Run4_231365416475548"
"1240","Run5_231291346598838"
"1241","Run5_204358278068645"
"1242","Run5_164631946422502"
"1243","Run4_130142286047156"
"1244","Run5_205511476824947"
"1245","Run4_235007414332204"
"1246","Run5_231754934638963"
"1247","Run5_166288058924276"
"1248","Run5_239382616827739"
"1249","Run5_239408816704926"
"1250","Run5_169158183610228"
"1251","Run4_170327488772405"
"1252","Run4_192718916672243"
"1253","Run4_160990095325621"
"1254","Run4_170343460137829"
"1255","Run4_129497381947316"
"1256","Run4_155911417937140"
"1257","Run5_236176840482220"
"1258","Run5_235550861609374"
"1259","Run5_226970309933475"
"1260","Run4_130184147004718"
"1261","Run4_235601971559331"
"1262","Run4_160990114004323"
"1263","Run4_231291315477276"
"1264","Run4_200348255020894"
"1265","Run5_164698952452459"
"1266","Run4_201465571732782"
"1267","Run4_205870222239595"
"1268","Run4_192806944652638"
"1269","Run5_165851837091182"
"1270","Run5_200974093630683"
"1271","Run5_236170027060141"
"1272","Run4_131234312146284"
"1273","Run5_122308430838108"
"1274","Run5_192653655660980"
"1275","Run5_169587518950118"
"1276","Run5_160447856233397"
"1277","Run4_204825324054963"
"1278","Run5_236082095910300"
"1279","Run4_126836622191451"
"1280","Run5_226874746686838"
"1281","Run5_197188213984157"
"1282","Run4_126885792795486"
"1283","Run5_129663543196534"
"1284","Run4_199865992341405"
"1285","Run4_239382644254966"
"1286","Run4_197264065882923"
"1287","Run4_231366208678709"
"1288","Run5_161864243436260"
"1289","Run5_156933486438620"
"1290","Run4_164631978392302"
"1291","Run5_192255431403379"
"1292","Run5_125745325361886"
"1293","Run5_170137186592565"
"1294","Run4_235737692953885"
"1295","Run5_134540452018093"
"1296","Run5_200562850817902"
"1297","Run4_160928745614580"
"1298","Run5_201474310323563"
"1299","Run5_232450585214323"
"1300","Run5_133982106119388"
"1301","Run4_201474310559452"
"1302","Run5_192653655199004"
"1303","Run5_240161228445412"
"1304","Run5_235678490905971"
"1305","Run4_226265786674531"
"1306","Run5_240136800856284"
"1307","Run4_161462675795301"
"1308","Run5_156453523639084"
"1309","Run5_230799392861035"
"1310","Run5_235007386741547"
"1311","Run4_130693115627438"
"1312","Run4_192729623189917"
"1313","Run4_165946191985518"
"1314","Run5_165851883588467"
"1315","Run4_169156994784099"
"1316","Run5_156463352933606"
"1317","Run5_197060143499614"
"1318","Run5_126885760486835"
"1319","Run4_195606431320494"
"1320","Run5_166416893458678"
"1321","Run5_196527747709853"
"1322","Run4_232449761234228"
"1323","Run4_133854464731940"
"1324","Run4_161548575402909"
"1325","Run4_170268003261859"
"1326","Run5_165858427918251"
"1327","Run5_191691433929972"
"1328","Run5_227425474002292"
"1329","Run4_199865979857267"
"1330","Run5_200967535614891"
"1331","Run5_196113236618462"
"1332","Run5_134539646450085"
"1333","Run5_156515920627547"
"1334","Run4_170343460457182"
"1335","Run5_205381642115812"
"1336","Run4_191760449620315"
"1337","Run4_125677921266413"
"1338","Run4_195547374734188"
"1339","Run4_170198371527987"
"1340","Run5_204911343230388"
"1341","Run4_200983488613230"
"1342","Run4_226829516061483"
"1343","Run5_199865964586907"
"1344","Run5_231822830266230"
"1345","Run5_125719945824108"
"1346","Run4_231822818134966"
"1347","Run4_227975332281142"
"1348","Run4_201111686007595"
"1349","Run5_226806161627956"
"1350","Run4_232439011502884"
"1351","Run5_230800378226542"
"1352","Run4_227930534792627"
"1353","Run4_125042426763101"
"1354","Run5_227354875479859"
"1355","Run5_199962379274099"
"1356","Run5_126835192163230"
"1357","Run5_230807894673765"
"1358","Run4_169156963121974"
"1359","Run4_130142270581557"
"1360","Run4_235214396672742"
"1361","Run5_191026802411821"
"1362","Run5_227921645717350"
"1363","Run4_134033691335461"
"1364","Run4_131217369819939"
"1365","Run5_122436475050395"
"1366","Run5_170268030553374"
"1367","Run5_130144701472052"
