,cell_names,Size_Factor,Pseudotime,State
Run5_200348208680219,Run5_200348208680219,0.995017700204564,17.8280354417325,1
Run5_200348209112932,Run5_200348209112932,0.750752204172051,5.72778412139107,5
Run5_200348223302372,Run5_200348223302372,1.28400309287548,17.2003242988123,1
Run5_200348223367398,Run5_200348223367398,1.53165645986545,16.8113594930426,2
Run5_200348224149723,Run5_200348224149723,0.731102552618811,5.23911967049314,5
Run5_200348254725862,Run5_200348254725862,1.06480784192814,18.1432675990005,1
Run5_200363939838828,Run5_200363939838828,1.16915426741776,9.17949794858738,5
Run5_200363939842396,Run5_200363939842396,0.274417547553863,0.487483669739483,7
Run5_200363940141340,Run5_200363940141340,0.859502861906359,7.27237089011901,5
Run5_200416659688862,Run5_200416659688862,1.00043829373649,11.629644445716,4
Run5_200416659696437,Run5_200416659696437,0.776161236352964,11.6225430894325,4
Run5_200416674364835,Run5_200416674364835,0.569501107948203,7.13341103900172,5
Run5_200416687507867,Run5_200416687507867,1.08242477090691,13.9824541636176,1
Run5_200426606710134,Run5_200426606710134,1.67902884651475,17.3563021470857,1
Run5_200426638723356,Run5_200426638723356,1.08987808701331,17.142705629662,2
Run5_200441237006260,Run5_200441237006260,0.845273803885048,11.6350363134414,4
Run5_200441268193005,Run5_200441268193005,0.315071999043325,0.493665793767198,7
Run5_200511149434739,Run5_200511149434739,1.66513857558918,15.0646902037563,1
Run5_200511163913966,Run5_200511163913966,0.729747404235829,7.47638011105045,5
Run5_200511176535331,Run5_200511176535331,0.791745442757257,17.7093336813244,1
Run5_200511195371251,Run5_200511195371251,0.449231688958547,0.545752375300458,7
Run5_200561495296221,Run5_200561495296221,0.995017700204564,17.8874086385738,1
Run5_200561496017316,Run5_200561496017316,1.42053429246092,15.8505786983047,1
Run5_200561496055132,Run5_200561496055132,0.310328979702887,0.587962906278384,7
Run5_200561508334381,Run5_200561508334381,0.800553907246641,5.59027179600388,5
Run5_200561527516532,Run5_200561527516532,0.352677366671076,0.225262017474699,7
Run5_200562822790571,Run5_200562822790571,0.34861192152213,0.493056853277662,7
Run5_200562850261342,Run5_200562850261342,0.406205727798867,2.56480795629539,7
Run5_200562850817902,Run5_200562850817902,0.46481589536284,0.722164410594179,7
Run5_200562869747052,Run5_200562869747052,2.54564623743176,18.1301649835011,2
Run5_200562869754139,Run5_200562869754139,0.610833133629155,0.869453173825993,7
Run5_200563762588470,Run5_200563762588470,0.705693520437898,8.73938731111216,5
Run5_200563777006316,Run5_200563777006316,0.793439378235985,6.65194022503536,5
Run5_200563777820891,Run5_200563777820891,0.994678913108818,15.3476965895894,1
Run5_200563789618086,Run5_200563789618086,1.18338332543907,6.57721417421984,5
Run5_200563790108580,Run5_200563790108580,0.522070914543831,1.69533381137279,7
Run5_200563808655086,Run5_200563808655086,1.0339782162153,15.6733563578577,1
